datetime,branch,total_register,solar_register,mf,power_kw,power_factor,import_register,register_delta,consumption_kwh
2025-09-03 20:20:00,Branch A,53.61000061,0.0,160,2.114000082,0.867999971,53.61000061,0.15000152999999727,24.000244799999564
2025-09-03 20:25:00,Branch A,53.79999924,0.0,160,1.963999987,0.866999984,53.79999924,0.18999862999999806,30.39978079999969
2025-09-03 20:30:00,Branch A,53.95999908,0.0,160,1.962000012,0.855000019,53.95999908,0.15999984000000467,25.599974400000747
2025-09-03 20:40:00,Branch A,54.25,0.0,160,2.03399992,0.880999982,54.25,0.2900009199999971,46.40014719999954
2025-09-03 20:45:00,Branch A,54.40999985,0.0,160,1.84800005,0.870000005,54.40999985,0.1599998499999984,25.599975999999742
2025-09-03 20:50:00,Branch A,54.54999924,0.0,160,1.914000034,0.869000018,54.54999924,0.13999938999999983,22.399902399999974
2025-09-03 20:55:00,Branch A,54.70000076,0.0,160,1.855999947,0.875999987,54.70000076,0.15000152000000355,24.00024320000057
2025-09-03 21:00:00,Branch A,54.86000061,0.0,160,1.937000036,0.875999987,54.86000061,0.1599998499999984,25.599975999999742
2025-09-03 21:05:00,Branch A,55.11000061,0.0,160,1.74000001,0.867999971,55.11000061,0.25,40.0
2025-09-03 21:30:00,Branch A,55.81000137,0.0,160,1.800999999,0.875999987,55.81000137,0.7000007600000018,112.00012160000028
2025-09-03 21:35:00,Branch A,55.99000168,0.0,160,1.998999953,0.885999978,55.99000168,0.18000030999999694,28.80004959999951
2025-09-03 21:40:00,Branch A,56.15000153,0.0,160,2.079999924,0.871999979,56.15000153,0.1599998499999984,25.599975999999742
2025-09-03 21:45:00,Branch A,56.27999878,0.0,160,1.949000001,0.856000006,56.27999878,0.1299972500000024,20.799560000000383
2025-09-03 21:50:00,Branch A,56.43999863,0.0,160,2.246999979,0.879000008,56.43999863,0.1599998499999984,25.599975999999742
2025-09-03 21:55:00,Branch A,56.61000061,0.0,160,2.200000048,0.876999974,56.61000061,0.1700019800000021,27.200316800000337
2025-09-03 22:00:00,Branch A,56.79000092,0.0,160,1.856999993,0.876999974,56.79000092,0.18000030999999694,28.80004959999951
2025-09-03 22:05:00,Branch A,56.95000076,0.0,160,2.04399991,0.869000018,56.95000076,0.15999984000000467,25.599974400000747
2025-09-03 22:10:00,Branch A,57.11999893,0.0,160,2.052000046,0.871999979,57.11999893,0.1699981699999995,27.19970719999992
2025-09-03 22:15:00,Branch A,57.29000092,0.0,160,2.088000059,0.862999976,57.29000092,0.17000198999999583,27.200318399999333
2025-09-03 22:20:00,Branch A,57.47000122,0.0,160,2.061000109,0.875999987,57.47000122,0.18000030000000322,28.800048000000515
2025-09-03 22:25:00,Branch A,57.63999939,0.0,160,2.007999897,0.879999995,57.63999939,0.1699981699999995,27.19970719999992
2025-09-03 22:30:00,Branch A,57.79999924,0.0,160,1.855999947,0.885999978,57.79999924,0.1599998499999984,25.599975999999742
2025-09-03 22:35:00,Branch A,57.95999908,0.0,160,1.940000057,0.865999997,57.95999908,0.15999984000000467,25.599974400000747
2025-09-03 22:40:00,Branch A,58.09999847,0.0,160,1.690999985,0.839999974,58.09999847,0.13999938999999983,22.399902399999974
2025-09-03 22:45:00,Branch A,58.25,0.0,160,1.623000026,0.856000006,58.25,0.15000152999999727,24.000244799999564
2025-09-03 22:50:00,Branch A,58.38999939,0.0,160,1.940999985,0.847000003,58.38999939,0.13999938999999983,22.399902399999974
2025-09-03 22:55:00,Branch A,58.52999878,0.0,160,1.771000028,0.85799998,58.52999878,0.13999938999999983,22.399902399999974
2025-09-03 23:00:00,Branch A,58.68000031,0.0,160,1.804999948,0.866999984,58.68000031,0.15000152999999727,24.000244799999564
2025-09-03 23:05:00,Branch A,58.81999969,0.0,160,1.523000002,0.842000008,58.81999969,0.1399993800000061,22.399900800000978
2025-09-03 23:10:00,Branch A,58.95000076,0.0,160,1.679999948,0.885999978,58.95000076,0.13000106999999872,20.800171199999795
2025-09-03 23:15:00,Branch A,59.06999969,0.0,160,1.447999954,0.832000017,59.06999969,0.11999893000000128,19.199828800000205
2025-09-03 23:20:00,Branch A,59.18999863,0.0,160,1.373000026,0.861999989,59.18999863,0.119998939999995,19.1998303999992
2025-09-03 23:25:00,Branch A,59.34000015,0.0,160,1.851999998,0.865999997,59.34000015,0.15000152000000355,24.00024320000057
2025-09-03 23:30:00,Branch A,59.49000168,0.0,160,1.654999971,0.842000008,59.49000168,0.15000152999999727,24.000244799999564
2025-09-03 23:35:00,Branch A,59.65999985,0.0,160,1.953999996,0.861999989,59.65999985,0.1699981699999995,27.19970719999992
2025-09-03 23:40:00,Branch A,59.81999969,0.0,160,1.861999989,0.853999972,59.81999969,0.15999984000000467,25.599974400000747
2025-09-03 23:45:00,Branch A,59.97000122,0.0,160,1.569000006,0.828000009,59.97000122,0.15000152999999727,24.000244799999564
2025-09-03 23:50:00,Branch A,60.11000061,0.0,160,1.883000016,0.852999985,60.11000061,0.13999938999999983,22.399902399999974
2025-09-03 23:55:00,Branch A,60.25999832,0.0,160,1.812000036,0.85799998,60.25999832,0.14999771000000095,23.999633600000152
2025-09-04 00:00:00,Branch A,60.41999817,0.0,160,1.909000039,0.846000016,60.41999817,0.1599998499999984,25.599975999999742
2025-09-04 00:05:00,Branch A,60.56999969,0.0,160,1.842000008,0.84799999,60.56999969,0.15000152000000355,24.00024320000057
2025-09-04 00:10:00,Branch A,60.72000122,0.0,160,1.860999942,0.848999977,60.72000122,0.15000152999999727,24.000244799999564
2025-09-04 00:15:00,Branch A,60.88000107,0.0,160,1.700999975,0.866999984,60.88000107,0.1599998499999984,25.599975999999742
2025-09-04 00:20:00,Branch A,61.02999878,0.0,160,1.470000029,0.822000027,61.02999878,0.14999771000000095,23.999633600000152
2025-09-04 00:30:00,Branch A,61.15000153,0.0,160,1.345999956,0.814999998,61.15000153,0.1200027499999976,19.200439999999617
2025-09-04 00:35:00,Branch A,61.29000092,0.0,160,1.702999949,0.855000019,61.29000092,0.13999938999999983,22.399902399999974
2025-09-04 00:40:00,Branch A,61.43999863,0.0,160,1.86500001,0.870999992,61.43999863,0.14999771000000095,23.999633600000152
2025-09-04 00:45:00,Branch A,61.59999847,0.0,160,1.899000049,0.865999997,61.59999847,0.15999984000000467,25.599974400000747
2025-09-04 00:50:00,Branch A,61.75,0.0,160,2.002000093,0.847000003,61.75,0.15000152999999727,24.000244799999564
2025-09-04 00:55:00,Branch A,61.90999985,0.0,160,1.779999971,0.837000012,61.90999985,0.1599998499999984,25.599975999999742
2025-09-04 01:00:00,Branch A,62.06000137,0.0,160,1.768000007,0.845000029,62.06000137,0.15000152000000355,24.00024320000057
2025-09-04 01:05:00,Branch A,62.20999908,0.0,160,1.792000055,0.875,62.20999908,0.14999771000000095,23.999633600000152
2025-09-04 01:10:00,Branch A,62.36000061,0.0,160,1.815000057,0.856000006,62.36000061,0.15000152999999727,24.000244799999564
2025-09-04 01:15:00,Branch A,62.52000046,0.0,160,1.845999956,0.861000001,62.52000046,0.1599998499999984,25.599975999999742
2025-09-04 01:20:00,Branch A,62.66999817,0.0,160,1.80400002,0.861999989,62.66999817,0.14999771000000095,23.999633600000152
2025-09-04 01:25:00,Branch A,62.81000137,0.0,160,1.680999994,0.870999992,62.81000137,0.14000320000000244,22.40051200000039
2025-09-04 01:30:00,Branch A,62.95999908,0.0,160,1.766000032,0.862999976,62.95999908,0.14999771000000095,23.999633600000152
2025-09-04 01:35:00,Branch A,63.11000061,0.0,160,1.830000043,0.859000027,63.11000061,0.15000152999999727,24.000244799999564
2025-09-04 01:40:00,Branch A,63.27000046,0.0,160,1.812999964,0.85799998,63.27000046,0.1599998499999984,25.599975999999742
2025-09-04 01:45:00,Branch A,63.43000031,0.0,160,1.776000023,0.850000024,63.43000031,0.1599998499999984,25.599975999999742
2025-09-04 01:50:00,Branch A,63.58000183,0.0,160,1.962000012,0.851000011,63.58000183,0.15000152000000355,24.00024320000057
2025-09-04 01:55:00,Branch A,63.75999832,0.0,160,2.072000027,0.875,63.75999832,0.17999649000000062,28.7994384000001
2025-09-04 02:00:00,Branch A,63.90000153,0.0,160,1.832999945,0.86500001,63.90000153,0.14000320999999616,22.400513599999385
2025-09-04 02:05:00,Branch A,64.05000305,0.0,160,1.475999951,0.828999996,64.05000305,0.15000152000000355,24.00024320000057
2025-09-04 02:10:00,Branch A,64.19999695,0.0,160,1.671000004,0.823000014,64.19999695,0.14999389999999835,23.999023999999736
2025-09-04 02:15:00,Branch A,64.33999634,0.0,160,1.598999977,0.851000011,64.33999634,0.13999938999999983,22.399902399999974
2025-09-04 02:20:00,Branch A,64.48999786,0.0,160,1.623999953,0.836000025,64.48999786,0.15000152000000355,24.00024320000057
2025-09-04 02:25:00,Branch A,64.61000061,0.0,160,1.654000044,0.828999996,64.61000061,0.1200027499999976,19.200439999999617
2025-09-04 02:30:00,Branch A,64.76000214,0.0,160,1.690000057,0.843999982,64.76000214,0.15000152999999727,24.000244799999564
2025-09-04 02:35:00,Branch A,64.90000153,0.0,160,1.899999976,0.842999995,64.90000153,0.13999938999999983,22.399902399999974
2025-09-04 02:40:00,Branch A,65.05000305,0.0,160,1.794999957,0.845000029,65.05000305,0.15000152000000355,24.00024320000057
2025-09-04 02:45:00,Branch A,65.19999695,0.0,160,1.830000043,0.833999991,65.19999695,0.14999389999999835,23.999023999999736
2025-09-04 02:50:00,Branch A,65.36000061,0.0,160,1.967000008,0.843999982,65.36000061,0.160003660000001,25.60058560000016
2025-09-04 02:55:00,Branch A,65.48000336,0.0,160,1.878999949,0.85799998,65.48000336,0.1200027499999976,19.200439999999617
2025-09-04 03:05:00,Branch A,65.86000061,0.0,160,1.878000021,0.839999974,65.86000061,0.3799972500000024,60.79956000000038
2025-09-04 03:55:00,Branch A,65.97000122,0.0,160,1.105999947,0.836000025,65.97000122,0.11000061000000017,17.600097600000026
2025-09-04 04:00:00,Branch A,66.08999634,0.0,160,1.603000045,0.827000022,66.08999634,0.11999511999999868,19.19921919999979
2025-09-04 04:05:00,Branch A,66.23999786,0.0,160,1.978999972,0.847000003,66.23999786,0.15000152000000355,24.00024320000057
2025-09-04 04:10:00,Branch A,66.38999939,0.0,160,1.717000008,0.851999998,66.38999939,0.15000152999999727,24.000244799999564
2025-09-04 04:15:00,Branch A,66.52999878,0.0,160,1.646000028,0.827000022,66.52999878,0.13999938999999983,22.399902399999974
2025-09-04 04:20:00,Branch A,66.66999817,0.0,160,1.697999954,0.82099998,66.66999817,0.13999938999999983,22.399902399999974
2025-09-04 04:25:00,Branch A,66.81999969,0.0,160,1.644000053,0.824000001,66.81999969,0.15000152000000355,24.00024320000057
2025-09-04 04:30:00,Branch A,66.95999908,0.0,160,1.700999975,0.81099999,66.95999908,0.13999938999999983,22.399902399999974
2025-09-04 04:35:00,Branch A,67.11000061,0.0,160,1.730000019,0.825999975,67.11000061,0.15000152999999727,24.000244799999564
2025-09-04 04:40:00,Branch A,67.23999786,0.0,160,1.680999994,0.833000004,67.23999786,0.1299972500000024,20.799560000000383
2025-09-04 04:45:00,Branch A,67.38999939,0.0,160,1.606999993,0.838999987,67.38999939,0.15000152999999727,24.000244799999564
2025-09-04 04:50:00,Branch A,67.51999664,0.0,160,1.463999987,0.819999993,67.51999664,0.1299972500000024,20.799560000000383
2025-09-04 04:55:00,Branch A,67.63999939,0.0,160,1.524000049,0.827000022,67.63999939,0.1200027499999976,19.200439999999617
2025-09-04 05:00:00,Branch A,67.76000214,0.0,160,1.504999995,0.828999996,67.76000214,0.1200027499999976,19.200439999999617
2025-09-04 05:05:00,Branch A,67.88999939,0.0,160,1.432999969,0.800999999,67.88999939,0.1299972500000024,20.799560000000383
2025-09-04 05:10:00,Branch A,68.01000214,0.0,160,1.419999957,0.833000004,68.01000214,0.1200027499999976,19.200439999999617
2025-09-04 05:15:00,Branch A,68.13999939,0.0,160,1.636000037,0.848999977,68.13999939,0.1299972500000024,20.799560000000383
2025-09-04 05:20:00,Branch A,68.27999878,0.0,160,1.523000002,0.851000011,68.27999878,0.13999938999999983,22.399902399999974
2025-09-04 05:25:00,Branch A,68.41000366,0.0,160,1.597000003,0.843999982,68.41000366,0.13000488000000132,20.80078080000021
2025-09-04 05:30:00,Branch A,68.55000305,0.0,160,1.75999999,0.859000027,68.55000305,0.13999938999999983,22.399902399999974
2025-09-04 05:35:00,Branch A,68.69000244,0.0,160,1.791000009,0.845000029,68.69000244,0.13999938999999983,22.399902399999974
2025-09-04 05:40:00,Branch A,68.81999969,0.0,160,1.580000043,0.81099999,68.81999969,0.1299972500000024,20.799560000000383
2025-09-04 05:45:00,Branch A,68.94999695,0.0,160,1.63499999,0.856000006,68.94999695,0.12999725999999612,20.79956159999938
2025-09-04 05:50:00,Branch A,69.08999634,0.0,160,1.529000044,0.851000011,69.08999634,0.13999938999999983,22.399902399999974
2025-09-04 05:55:00,Branch A,69.22000122,0.0,160,1.621999979,0.834999979,69.22000122,0.13000488000000132,20.80078080000021
2025-09-04 06:00:00,Branch A,69.34999847,0.0,160,1.595999956,0.838999987,69.34999847,0.1299972500000024,20.799560000000383
2025-09-04 06:05:00,Branch A,69.45999908,0.0,160,1.452999949,0.811999977,69.45999908,0.11000061000000017,17.600097600000026
2025-09-04 06:10:00,Branch A,69.58000183,0.0,160,1.309999943,0.83099997,69.58000183,0.1200027499999976,19.200439999999617
2025-09-04 06:15:00,Branch A,69.70999908,0.0,160,1.453999996,0.845000029,69.70999908,0.1299972500000024,20.799560000000383
2025-09-04 06:20:00,Branch A,69.83000183,0.0,160,1.511000037,0.855000019,69.83000183,0.1200027499999976,19.200439999999617
2025-09-04 06:25:00,Branch A,69.95999908,0.0,160,1.616999984,0.852999985,69.95999908,0.1299972500000024,20.799560000000383
2025-09-04 06:30:00,Branch A,70.08999634,0.0,160,1.661999941,0.866999984,70.08999634,0.12999725999999612,20.79956159999938
2025-09-04 06:35:00,Branch A,70.23999786,0.0,160,1.820000052,0.871999979,70.23999786,0.15000152000000355,24.00024320000057
2025-09-04 06:40:00,Branch A,70.38999939,0.0,160,1.828999996,0.846000016,70.38999939,0.15000152999999727,24.000244799999564
2025-09-04 06:45:00,Branch A,70.54000092,0.0,160,1.843000054,0.846000016,70.54000092,0.15000152999999727,24.000244799999564
2025-09-04 06:50:00,Branch A,70.68000031,0.0,160,1.77699995,0.833000004,70.68000031,0.13999938999999983,22.399902399999974
2025-09-04 06:55:00,Branch A,70.84999847,0.0,160,1.914000034,0.852999985,70.84999847,0.16999816000000578,27.199705600000925
2025-09-04 07:00:00,Branch A,71.01000214,0.0,160,1.809999943,0.851000011,71.01000214,0.1600036699999947,25.600587199999154
2025-09-04 07:05:00,Branch A,71.16000366,0.0,160,1.687000036,0.808000028,71.16000366,0.15000152000000355,24.00024320000057
2025-09-04 07:10:00,Branch A,71.30000305,0.0,160,1.88499999,0.842999995,71.30000305,0.13999938999999983,22.399902399999974
2025-09-04 07:15:00,Branch A,71.44000244,0.0,160,1.578999996,0.81400001,71.44000244,0.13999938999999983,22.399902399999974
2025-09-04 07:20:00,Branch A,71.56999969,0.0,160,1.893000007,0.83099997,71.56999969,0.1299972500000024,20.799560000000383
2025-09-04 07:25:00,Branch A,71.73000336,0.0,160,1.593000054,0.811999977,71.73000336,0.1600036699999947,25.600587199999154
2025-09-04 07:30:00,Branch A,71.87000275,0.0,160,1.833999991,0.837000012,71.87000275,0.13999938999999983,22.399902399999974
2025-09-04 07:35:00,Branch A,72.01999664,0.0,160,1.70599997,0.795000017,72.01999664,0.14999389000000463,23.99902240000074
2025-09-04 07:40:00,Branch A,72.16000366,0.0,160,1.848999977,0.795000017,72.16000366,0.14000701999999876,22.4011231999998
2025-09-04 07:45:00,Branch A,72.30999756,0.0,160,1.761999965,0.822000027,72.30999756,0.14999389999999835,23.999023999999736
2025-09-04 07:50:00,Branch A,72.44999695,0.0,160,1.569000006,0.802999973,72.44999695,0.13999938999999983,22.399902399999974
2025-09-04 07:55:00,Branch A,72.58000183,0.0,160,1.786000013,0.82099998,72.58000183,0.13000488000000132,20.80078080000021
2025-09-04 08:00:00,Branch A,72.69999695,0.0,160,1.567999959,0.808000028,72.69999695,0.11999511999999868,19.19921919999979
2025-09-04 08:05:00,Branch A,72.83000183,0.0,160,1.422000051,0.79400003,72.83000183,0.13000488000000132,20.80078080000021
2025-09-04 08:10:00,Branch A,72.94000244,0.0,160,1.562000036,0.822000027,72.94000244,0.11000061000000017,17.600097600000026
2025-09-04 08:15:00,Branch A,73.08999634,0.0,160,1.812999964,0.853999972,73.08999634,0.14999389999999835,23.999023999999736
2025-09-04 08:20:00,Branch A,73.26000214,0.0,160,1.95599997,0.859000027,73.26000214,0.17000579999999843,27.20092799999975
2025-09-04 08:25:00,Branch A,73.40000153,0.0,160,1.949000001,0.873000026,73.40000153,0.13999938999999983,22.399902399999974
2025-09-04 08:30:00,Branch A,73.56999969,0.0,160,1.618000031,0.846000016,73.56999969,0.16999816000000578,27.199705600000925
2025-09-04 08:35:00,Branch A,73.72000122,0.0,160,1.758000016,0.832000017,73.72000122,0.15000152999999727,24.000244799999564
2025-09-04 08:40:00,Branch A,73.87000275,0.0,160,1.866999984,0.856000006,73.87000275,0.15000152999999727,24.000244799999564
2025-09-04 08:45:00,Branch A,74.02999878,0.0,160,1.93599999,0.875999987,74.02999878,0.15999603000000207,25.59936480000033
2025-09-04 08:50:00,Branch A,74.18000031,0.0,160,1.843000054,0.861000001,74.18000031,0.15000152999999727,24.000244799999564
2025-09-04 08:55:00,Branch A,74.33000183,0.0,160,1.945000052,0.842999995,74.33000183,0.15000152000000355,24.00024320000057
2025-09-04 09:05:00,Branch A,74.72000122,0.0,160,1.626999974,0.833999991,74.72000122,0.38999938999999983,62.399902399999974
2025-09-04 09:15:00,Branch A,74.98999786,0.0,160,1.851999998,0.862999976,74.98999786,0.26999664000000223,43.19946240000036
2025-09-04 09:20:00,Branch A,75.12999725,0.0,160,1.822999954,0.851999998,75.12999725,0.13999938999999983,22.399902399999974
2025-09-04 09:25:00,Branch A,75.30000305,0.0,160,1.988000035,0.879000008,75.30000305,0.17000579999999843,27.20092799999975
2025-09-04 09:30:00,Branch A,75.44999695,0.0,160,2.265000105,0.882000029,75.44999695,0.14999389999999835,23.999023999999736
2025-09-04 09:35:00,Branch A,75.63999939,0.0,160,2.016000032,0.867999971,75.63999939,0.19000244000000066,30.400390400000106
2025-09-04 09:40:00,Branch A,75.83000183,0.0,160,1.843999982,0.856999993,75.83000183,0.19000244000000066,30.400390400000106
2025-09-04 09:45:00,Branch A,75.97000122,0.0,160,1.779999971,0.791000009,75.97000122,0.13999938999999983,22.399902399999974
2025-09-04 09:50:00,Branch A,76.12999725,0.0,160,1.99000001,0.876999974,76.12999725,0.15999603000000207,25.59936480000033
2025-09-04 09:55:00,Branch A,76.29000092,0.0,160,2.188999891,0.861000001,76.29000092,0.1600036699999947,25.600587199999154
2025-09-04 10:00:00,Branch A,76.44999695,0.0,160,1.833999991,0.809000015,76.44999695,0.15999603000000207,25.59936480000033
2025-09-04 10:55:00,Branch A,76.62999725,0.0,160,1.141000032,0.734000027,76.62999725,0.18000030000000322,28.800048000000515
2025-09-04 11:00:00,Branch A,76.75,0.0,160,1.424999952,0.79400003,76.75,0.1200027499999976,19.200439999999617
2025-09-04 11:05:00,Branch A,76.90000153,0.0,160,1.873999953,0.839999974,76.90000153,0.15000152999999727,24.000244799999564
2025-09-04 11:10:00,Branch A,77.04000092,0.0,160,1.470999956,0.773000002,77.04000092,0.13999938999999983,22.399902399999974
2025-09-04 11:15:00,Branch A,77.15000153,0.0,160,1.22300005,0.688000023,77.15000153,0.11000061000000017,17.600097600000026
2025-09-04 11:20:00,Branch A,77.27999878,0.0,160,1.473999977,0.797999978,77.27999878,0.1299972500000024,20.799560000000383
2025-09-04 11:25:00,Branch A,77.38999939,0.0,160,1.712000012,0.842000008,77.38999939,0.11000061000000017,17.600097600000026
2025-09-04 11:30:00,Branch A,77.54000092,0.0,160,1.85800004,0.827000022,77.54000092,0.15000152999999727,24.000244799999564
2025-09-04 11:35:00,Branch A,77.66000366,0.0,160,1.345000029,0.819999993,77.66000366,0.12000274000000388,19.20043840000062
2025-09-04 11:40:00,Branch A,77.77999878,0.0,160,1.297000051,0.790000021,77.77999878,0.11999511999999868,19.19921919999979
2025-09-04 11:45:00,Branch A,77.88999939,0.0,160,1.521999955,0.788999975,77.88999939,0.11000061000000017,17.600097600000026
2025-09-04 11:50:00,Branch A,78.01999664,0.0,160,1.373000026,0.753000021,78.01999664,0.1299972500000024,20.799560000000383
2025-09-04 11:55:00,Branch A,78.12999725,0.0,160,1.585000038,0.833000004,78.12999725,0.11000061000000017,17.600097600000026
2025-09-04 12:00:00,Branch A,78.27999878,0.0,160,1.485000014,0.795000017,78.27999878,0.15000152999999727,24.000244799999564
2025-09-04 12:05:00,Branch A,78.41000366,0.0,160,1.832999945,0.833999991,78.41000366,0.13000488000000132,20.80078080000021
