shift_date,shift,total_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2025-09-20,Shift A,2134.614587733338,1.5927419316612903,33,96,34.38,poor
2025-09-20,Shift B,2806.186196266665,2.3003636304415584,13,96,13.54,moderate
2025-09-20,Shift C,2656.0058559999925,1.9309714351142857,55,96,57.29,poor
2025-09-21,Shift A,1811.2011840000014,1.4115319143829788,0,96,0.0,good
2025-09-21,Shift B,2420.8007840000027,1.9243176488470588,4,96,4.17,good
2025-09-21,Shift C,2005.1529813333302,1.8652222244444445,51,96,53.12,poor
2025-09-22,Shift A,1860.4427146666706,1.5432345690123457,4,96,4.17,good
2025-09-22,Shift B,2401.6015680000055,1.9027907058023255,5,96,5.21,moderate
2025-09-22,Shift C,2117.5981911111103,1.8154000044,65,96,67.71,poor
2025-09-23,Shift A,1689.643784467832,1.3076363622121212,48,96,50.0,poor
2025-09-23,Shift B,2429.5548884210466,1.9983670893291139,13,96,13.54,moderate
2025-09-23,Shift C,2148.7988320000113,1.6802087943626374,0,96,0.0,good
2025-09-24,Shift A,1852.8027359999942,1.4827272760389612,13,96,13.54,moderate
2025-09-24,Shift B,2567.9980480000086,1.952333341,46,96,47.92,poor
2025-09-24,Shift C,2166.406255999991,1.6406923120384616,40,96,41.67,poor
2025-09-25,Shift A,1628.474602880005,1.2977948654102565,14,96,14.58,moderate
2025-09-25,Shift B,2201.9209011199932,1.8778412796349206,27,96,28.12,poor
2025-09-25,Shift C,2128.0029279999962,1.7483023266860465,2,96,2.08,good
2025-09-26,Shift A,2012.7929600000061,1.5591505419784946,0,96,0.0,good
2025-09-26,Shift B,2428.0493208888947,1.944287660958904,19,96,19.79,moderate
2025-09-26,Shift C,2263.1518631111066,1.691448277413793,65,96,67.71,poor
2025-09-27,Shift A,2118.398479999996,1.6476344049784946,0,96,0.0,good
2025-09-27,Shift B,2545.6054399999994,2.027760878869565,45,96,46.88,poor
2025-09-27,Shift C,2344.003840000005,1.8118507489104476,18,96,18.75,moderate
2025-09-28,Shift A,1664.0039999999863,1.312977777588889,0,96,0.0,good
2025-09-28,Shift B,2388.78896000002,1.8827816042298853,4,96,4.17,good
2025-09-28,Shift C,2214.3945600000006,1.730444445877778,0,96,0.0,good
2025-09-29,Shift A,2179.1992000000027,1.7018235276352942,7,96,7.29,moderate
2025-09-29,Shift B,2681.6015999999945,2.1299361801914896,44,96,45.83,poor
2025-09-29,Shift C,2283.203199999989,1.7746451606344085,0,96,0.0,good
2025-09-30,Shift A,2164.71271529412,1.6187638888472222,20,96,20.83,poor
2025-09-30,Shift B,2377.383265056758,1.9775357204642856,65,96,67.71,poor
2025-09-30,Shift C,2243.9151007919895,1.6529999969999998,88,96,91.67,poor
2025-10-01,Shift A,2136.2912228571395,1.6538219223287671,18,96,18.75,moderate
2025-10-01,Shift B,2663.3031359999936,1.9023845929999998,80,96,83.33,poor
2025-10-01,Shift C,2248.798800000004,1.7452258063548387,63,96,65.62,poor
2025-10-02,Shift A,2231.3449672727306,1.7023333338333333,47,96,48.96,poor
2025-10-02,Shift B,2478.2546327272707,1.915928572392857,3,96,3.12,good
2025-10-02,Shift C,2164.804640000002,1.6977272778863637,0,96,0.0,good
2025-10-03,Shift A,2105.5859200000123,1.6163846117384615,21,96,21.88,poor
2025-10-03,Shift B,2286.4062399999966,1.8280185130000002,30,96,31.25,poor
2025-10-03,Shift C,2230.410239999983,1.7646027395342467,3,96,3.12,good
2025-10-04,Shift A,2142.39254000001,1.7033461470576925,22,96,22.92,poor
2025-10-04,Shift B,2449.599619999999,2.031318840710145,13,96,13.54,moderate
2025-10-04,Shift C,1413.5025600000113,1.8132115418076924,2,96,2.08,good
2025-10-05,Shift A,200.8919999999893,0.24237499960714287,0,96,0.0,good
2025-10-05,Shift B,721.6015999999945,0.9435957511489362,2,96,2.08,good
2025-10-05,Shift C,1232.466848000012,0.9395666648833333,32,96,33.33,poor
2025-10-06,Shift A,1730.7361919999955,1.499176468392157,34,96,35.42,poor
2025-10-06,Shift B,2206.4062399999966,1.6576382872765958,43,96,44.79,poor
2025-10-06,Shift C,1871.9921600000089,1.4640624955375,5,96,5.21,moderate
2025-10-07,Shift A,1734.4118399999772,1.3392499982500001,38,96,39.58,poor
2025-10-07,Shift B,2105.5881600000225,1.6440652116739132,43,96,44.79,poor
2025-10-07,Shift C,1843.6523885714269,1.311761910095238,59,96,61.46,poor
2025-10-08,Shift A,1573.9453714285628,1.2239444504722221,4,96,4.17,good
2025-10-08,Shift B,2320.0,1.6540789479473683,47,96,48.96,poor
2025-10-08,Shift C,2073.6132799999905,1.6364810149746836,0,96,0.0,good
2025-10-09,Shift A,1706.1947641379409,1.3692954589318183,44,96,45.83,poor
2025-10-09,Shift B,2268.1997958620595,1.8197575734545455,54,96,56.25,poor
2025-10-09,Shift C,1963.2030400000076,1.5969014116901408,15,96,15.62,moderate
2025-10-10,Shift A,1668.7891200000013,1.2910470563058822,0,96,0.0,good
2025-10-10,Shift B,2345.6054399999994,1.8858313187228917,3,96,3.12,good
2025-10-10,Shift C,1890.6121383050727,1.608085714085714,17,96,17.71,moderate
2025-10-11,Shift A,1211.790261694919,1.0183589687692307,41,96,42.71,poor
2025-10-11,Shift B,2243.2030400000076,1.57840624825,56,96,58.33,poor
2025-10-11,Shift C,2251.1913600000116,1.7542307606794871,5,96,5.21,moderate
2025-10-12,Shift A,722.4040666666526,0.5168545460181818,0,96,0.0,good
2025-10-12,Shift B,1055.193693333337,0.9001176453235294,0,96,0.0,good
2025-10-12,Shift C,1006.4062399999966,0.7875657924605263,0,96,0.0,good
2025-10-13,Shift A,1508.8086399999884,1.166313434716418,12,96,12.5,moderate
2025-10-13,Shift B,2561.581920000026,2.0088313272168676,0,96,0.0,good
2025-10-13,Shift C,2414.4140799999877,1.9405666590333333,48,96,50.0,poor
2025-10-14,Shift A,2092.0920888888777,1.6350227296818183,42,96,43.75,poor
2025-10-14,Shift B,2055.095431111129,1.6238382388382353,17,96,17.71,moderate
2025-10-14,Shift C,1916.8164799999795,1.5225844166103895,0,96,0.0,good
2025-10-15,Shift A,1847.8973629629884,1.3403488410697675,35,96,36.46,poor
2025-10-15,Shift B,2315.2861570370314,1.5923333366666668,85,96,88.54,poor
2025-10-15,Shift C,1742.4023999999918,1.395739720260274,2,96,2.08,good
2025-10-16,Shift A,1875.1952000000165,1.4917884628653846,4,96,4.17,good
2025-10-16,Shift B,2507.207039999994,1.8049166600416668,61,96,63.54,poor
2025-10-16,Shift C,1684.8047999999835,1.39394000172,25,96,26.04,poor
2025-10-17,Shift A,1950.7464711111243,1.5053103411896553,16,96,16.67,moderate
2025-10-17,Shift B,2514.858968888875,2.0700285673285714,13,96,13.54,moderate
2025-10-17,Shift C,1976.7870400000174,1.5518813537118643,9,96,9.38,moderate
2025-10-18,Shift A,803.4154291357975,1.6067499875500002,0,96,0.0,good
2025-10-18,Shift B,1894.992890864183,1.8744927454347828,0,96,0.0,good
2025-10-18,Shift C,1987.1873600000254,1.589540537918919,5,96,5.21,moderate
2025-10-19,Shift A,1059.2188799999713,0.74782812784375,5,96,5.21,moderate
2025-10-19,Shift B,1163.1835200000205,0.8853246731948052,2,96,2.08,good
2025-10-19,Shift C,1271.2011200000052,1.0117368368947368,39,96,40.62,poor
2025-10-20,Shift A,1696.806719999986,1.3466911711029412,5,96,5.21,moderate
2025-10-20,Shift B,2452.0019200000024,1.8388367306938778,16,96,16.67,moderate
2025-10-20,Shift C,2005.5956800000058,1.5611690098591549,2,96,2.08,good
2025-10-21,Shift A,1710.4102399999829,1.3438775478367346,17,96,17.71,moderate
2025-10-21,Shift B,2203.9843200000178,1.6455581465581397,27,96,28.12,poor
2025-10-21,Shift C,1908.0077600000004,1.5057110972222223,8,96,8.33,moderate
2025-10-22,Shift A,1830.390640000005,1.423553192893617,8,96,8.33,moderate
2025-10-22,Shift B,2192.0117599999867,1.7229705873529413,32,96,33.33,poor
2025-10-22,Shift C,1358.6251085714348,1.0250645165483872,35,96,36.46,poor
2025-10-23,Shift A,2010.9647314285733,1.6719200015800002,24,96,25.0,poor
2025-10-23,Shift B,2376.8066399999952,1.86605880772549,9,96,9.38,moderate
2025-10-23,Shift C,1481.3429723076767,1.1753404216808512,5,96,5.21,moderate
2025-10-24,Shift A,1910.6590276923162,1.4936774199354839,43,96,44.79,poor
2025-10-24,Shift B,2371.992160000009,1.852022216,11,96,11.46,moderate
2025-10-24,Shift C,1584.8047199999928,1.2362708424583333,4,96,4.17,good
2025-10-25,Shift A,1979.3191200000053,1.526741931548387,39,96,40.62,poor
2025-10-25,Shift B,2052.682799999997,1.843416661,15,96,15.62,moderate
2025-10-25,Shift C,2048.798800000004,1.61333333332,2,96,2.08,good
2025-10-26,Shift A,1254.3945600000006,0.9486166685833334,0,96,0.0,good
2025-10-26,Shift B,1276.0155999999915,0.9952777740555556,37,96,38.54,poor
2025-10-26,Shift C,1419.1796800000157,1.1153191455106384,20,96,20.83,poor
2025-10-27,Shift A,2036.0093599999948,1.5178846189230768,49,96,51.04,poor
2025-10-27,Shift B,2326.3930399999967,1.9252272572727271,56,96,58.33,poor
2025-10-27,Shift C,1428.8085599999977,1.1220000000833334,6,96,6.25,moderate
2025-10-28,Shift A,1825.6054399999994,1.4517111036444443,11,96,11.46,moderate
2025-10-28,Shift B,2300.78128000001,1.7956166704333334,17,96,17.71,moderate
2025-10-28,Shift C,1651.2303999999858,1.3019583350208335,4,96,4.17,good
2025-10-29,Shift A,2121.582159999998,1.6257291684791666,4,96,4.17,good
2025-10-29,Shift B,2538.3984000000055,1.99075999264,6,96,6.25,moderate
2025-10-29,Shift C,2346.386640000019,1.8311562556875,7,96,7.29,moderate
2025-10-30,Shift A,2217.291711999986,1.7143720970232559,18,96,18.75,moderate
2025-10-30,Shift B,2183.528687999989,1.8073571410000002,21,96,21.88,poor
2025-10-30,Shift C,1944.785120000015,1.5315531935957445,4,96,4.17,good
2025-10-31,Shift A,1815.9960800000044,1.382386363340909,14,96,14.58,moderate
2025-10-31,Shift B,2281.6211199999816,1.780294116764706,36,96,37.5,poor
2025-10-31,Shift C,1673.5937600000034,1.310619998,8,96,8.33,moderate
2025-11-01,Shift A,1844.785120000015,1.4678775509591837,6,96,6.25,moderate
2025-11-01,Shift B,2122.421919999979,1.7146363583636364,56,96,58.33,poor
2025-11-01,Shift C,1603.9844000000085,1.2847954562727273,16,96,16.67,moderate
2025-11-02,Shift A,956.7968800000017,0.7359772703863636,17,96,17.71,moderate
2025-11-02,Shift B,1147.2069600000032,0.9115294159803922,2,96,2.08,good
2025-11-02,Shift C,1148.8085599999977,0.8879787198723404,10,96,10.42,moderate
2025-11-03,Shift A,1838.4040228571394,1.4847586196551723,43,96,44.79,poor
2025-11-03,Shift B,2481.9391771428595,1.9577826105434784,13,96,13.54,moderate
2025-11-03,Shift C,1633.8972017021285,1.1879310340689655,46,96,47.92,poor
2025-11-04,Shift A,1772.1658382978692,1.4417575706666668,47,96,48.96,poor
2025-11-04,Shift B,2402.3828800000047,1.8931320837924528,24,96,25.0,poor
2025-11-04,Shift C,1661.6015999999945,1.2998478335,12,96,12.5,moderate
2025-11-05,Shift A,1772.8124799999932,1.4160416721875,4,96,4.17,good
2025-11-05,Shift B,2299.1992000000027,1.7899696970909091,51,96,53.12,poor
2025-11-05,Shift C,1607.1875200000068,1.2721777743555556,8,96,8.33,moderate
2025-11-06,Shift A,1632.7929600000061,1.2600666668666667,15,96,15.62,moderate
2025-11-06,Shift B,2220.8203199999843,1.716749998681818,19,96,19.79,moderate
2025-11-06,Shift C,1775.9764800000266,1.3952142893571429,23,96,23.96,poor
2025-11-07,Shift A,1633.6327999999776,1.2780857188571428,48,96,50.0,poor
2025-11-07,Shift B,2400.78128000001,1.8714545396136364,14,96,14.58,moderate
2025-11-07,Shift C,1564.0104533333215,1.244450007325,29,96,30.21,poor
2025-11-08,Shift A,1745.579466666677,1.3912682969756098,25,96,26.04,poor
2025-11-08,Shift B,2169.6287999999913,1.660378381972973,41,96,42.71,poor
2025-11-08,Shift C,1841.0417600000073,1.4844166701666668,40,96,41.67,poor
2025-11-09,Shift A,800.5598399999872,0.5772105310789474,25,96,26.04,poor
2025-11-09,Shift B,947.597679999999,0.5464444491111111,5,96,5.21,moderate
2025-11-09,Shift C,977.167920000029,0.7658387134838709,31,96,32.29,poor
2025-11-10,Shift A,1548.8281599999755,1.195709674548387,65,96,67.71,poor
2025-11-10,Shift B,2251.1718400000245,1.6937058954117648,70,96,72.92,poor
2025-11-10,Shift C,1209.0886399999727,0.9211818123636364,48,96,50.0,poor
2025-11-11,Shift A,1720.520800000013,1.343647066235294,56,96,58.33,poor
2025-11-11,Shift B,1570.156213333321,1.7683636438636363,29,96,30.21,poor
2025-11-11,Shift C,1316.7708800000157,1.0239697080303032,57,96,59.38,poor
2025-11-12,Shift A,1833.0729066666634,1.4765217356956521,70,96,72.92,poor
2025-11-12,Shift B,2373.3333333333335,1.8396129069354838,60,96,62.5,poor
2025-11-12,Shift C,1227.467466666664,0.9795384544615384,70,96,72.92,poor
2025-11-13,Shift A,1958.8183199999912,1.520878780969697,56,96,58.33,poor
2025-11-13,Shift B,2327.3339466666707,1.8299130460434783,71,96,73.96,poor
2025-11-13,Shift C,1520.533919999992,1.2092258046129034,58,96,60.42,poor
2025-11-14,Shift A,1982.929706666667,1.487387099548387,64,96,66.67,poor
2025-11-14,Shift B,2337.5743923809723,1.9037777980000001,87,96,90.62,poor
2025-11-14,Shift C,1369.6065142857176,1.0592162221891892,32,96,33.33,poor
2025-11-15,Shift A,926.4063199999873,0.6868285740571429,28,96,29.17,poor
2025-11-15,Shift B,1212.7928800000154,0.9534571359142857,28,96,29.17,poor
2025-11-15,Shift C,836.4063599999826,0.6383333361111111,6,96,6.25,moderate
2025-11-16,Shift A,466.9042899999977,0.633000016,0,96,0.0,good
2025-11-16,Shift B,839.8925500000087,0.626187503375,0,96,0.0,good
2025-11-16,Shift C,833.4978102857006,0.5892857058571429,16,96,16.67,moderate
2025-11-17,Shift A,1419.6003597142978,1.1373333433333332,89,96,92.71,poor
2025-11-17,Shift B,1658.3968263636386,1.5114999950999999,58,96,60.42,poor
2025-11-17,Shift C,963.70028363637,0.7470882395588235,16,96,16.67,moderate
2025-11-18,Shift A,1655.8303540425325,1.26945000295,75,96,78.12,poor
2025-11-18,Shift B,2005.7711659574713,1.5885200071599999,69,96,71.88,poor
2025-11-18,Shift C,1171.2110399999801,0.9370714339999999,49,96,51.04,poor
2025-11-19,Shift A,1631.4712533333416,1.2843214337142856,66,96,68.75,poor
2025-11-19,Shift B,1957.317706666678,1.5454857178857144,45,96,46.88,poor
2025-11-19,Shift C,1085.8854933333107,0.8474666554666667,63,96,65.62,poor
2025-11-20,Shift A,1518.9193066666728,1.1963421075263156,44,96,45.83,poor
2025-11-20,Shift B,1936.0155200000008,1.5259615319615385,69,96,71.88,poor
2025-11-20,Shift C,1341.8620266666646,1.0813928479642858,57,96,59.38,poor
2025-11-21,Shift A,1434.1341333333305,1.1314242391515152,54,96,56.25,poor
2025-11-21,Shift B,1974.3945600000006,1.5595925891481481,68,96,70.83,poor
2025-11-21,Shift C,1471.9921600000089,1.1698333382666666,58,96,60.42,poor
2025-11-22,Shift A,1422.4219199999789,1.1628888845185186,67,96,69.79,poor
2025-11-22,Shift B,1422.3958400000022,1.3946086841739131,33,96,34.38,poor
2025-11-22,Shift C,1699.1861600000143,1.319321423857143,62,96,64.58,poor
2025-11-23,Shift A,882.402320000001,0.6692571427428571,28,96,29.17,poor
2025-11-23,Shift B,1103.203199999989,0.844825001025,13,96,13.54,moderate
2025-11-23,Shift C,891.718666666687,0.6955833352777777,14,96,14.58,moderate
2025-11-24,Shift A,1481.6015999999945,1.1585135234324324,42,96,43.75,poor
2025-11-24,Shift B,1970.677013333334,1.5838148196296298,63,96,65.62,poor
2025-11-24,Shift C,1436.7969599999924,1.174749998375,50,96,52.08,poor
2025-11-25,Shift A,427.9012560747764,1.308124989125,12,96,12.5,moderate
2025-11-25,Shift B,1462.7757572585574,1.6841785737142858,16,96,16.67,moderate
2025-11-25,Shift C,1674.9349066666643,1.3277142772142856,66,96,68.75,poor
2025-11-26,Shift A,1466.3867200000095,1.1244999873214285,64,96,66.67,poor
2025-11-26,Shift B,1799.4726133333338,1.3383913040434783,66,96,68.75,poor
2025-11-26,Shift C,1457.0177066666565,1.1321621697837838,32,96,33.33,poor
2025-11-27,Shift A,1248.5943466666595,0.9856111241111112,78,96,81.25,poor
2025-11-27,Shift B,2149.30981333336,1.6738888864444446,65,96,67.71,poor
2025-11-27,Shift C,1669.3359466666636,1.3254705825294117,43,96,44.79,poor
2025-11-28,Shift A,1593.6067733333282,1.1906666754814816,64,96,66.67,poor
2025-11-28,Shift B,2273.5938666666575,1.7778275835172415,65,96,67.71,poor
2025-11-28,Shift C,1693.4732533333347,1.3443448255517243,66,96,68.75,poor
2025-11-29,Shift A,1763.5839200000191,1.370740736037037,69,96,71.88,poor
2025-11-29,Shift B,2320.013066666652,1.8448076844230767,70,96,72.92,poor
2025-11-29,Shift C,1932.8197333333258,1.5682499955416667,72,96,75.0,poor
2025-11-30,Shift A,1883.9836800000019,1.547523807904762,69,96,71.88,poor
2025-11-30,Shift B,1196.2797356521712,1.5483333401111112,29,96,30.21,poor
2025-11-30,Shift C,1581.317864347837,1.1853888763333333,77,96,80.21,poor
2025-12-01,Shift A,1631.2110399999801,1.3076296338888886,64,96,66.67,poor
2025-12-01,Shift B,1963.2294659459621,1.568375006375,86,96,89.58,poor
2025-12-01,Shift C,1612.4121797683458,1.2387777898888888,87,96,90.62,poor
2025-12-02,Shift A,1705.9597942857051,1.430500003,64,96,66.67,poor
2025-12-02,Shift B,2487.9883999999947,1.984142854095238,68,96,70.83,poor
2025-12-02,Shift C,1971.2043999999999,1.5207083373749999,72,96,75.0,poor
2025-12-03,Shift A,1788.789013333347,1.3844999908666666,66,96,68.75,poor
2025-12-03,Shift B,2410.645985376336,1.8218260900869565,71,96,73.96,poor
2025-12-03,Shift C,1751.762921290318,1.2916875035,80,96,83.33,poor
2025-12-04,Shift A,1639.1796800000157,1.259357131,68,96,70.83,poor
2025-12-04,Shift B,2073.085866666661,1.618576921,69,96,71.88,poor
2025-12-04,Shift C,1718.110805333338,1.3703888853333333,78,96,81.25,poor
2025-12-05,Shift A,1616.654903172401,1.336250007,84,96,87.5,poor
2025-12-05,Shift B,2223.378824827586,1.650157903263158,70,96,72.92,poor
2025-12-05,Shift C,1727.988320000004,1.391807693653846,68,96,70.83,poor
2025-12-06,Shift A,1743.5840000000098,1.3571851871111111,69,96,71.88,poor
2025-12-06,Shift B,2238.6230199999864,1.7674347627391302,71,96,73.96,poor
2025-12-06,Shift C,1805.390580000012,1.4273749987083333,69,96,71.88,poor
2025-12-07,Shift A,1094.394599999996,0.8692173905652174,63,96,65.62,poor
2025-12-07,Shift B,1351.3280666666772,1.049827588,57,96,59.38,poor
2025-12-07,Shift C,1160.2734533333266,0.8972631567368421,32,96,33.33,poor
2025-12-08,Shift A,1870.6640933333317,1.4313333276666667,67,96,69.79,poor
2025-12-08,Shift B,2493.880213333323,1.9699230652307693,67,96,69.79,poor
2025-12-08,Shift C,2088.6685733333375,1.6318400144,71,96,73.96,poor
2025-12-09,Shift A,1798.207538181829,1.3160555362222222,78,96,81.25,poor
2025-12-09,Shift B,2528.589381818168,1.9283913217391304,73,96,76.04,poor
2025-12-09,Shift C,2186.396480000003,1.678777774148148,69,96,71.88,poor
2025-12-10,Shift A,1250.3906666666687,0.9843749974583332,66,96,68.75,poor
2025-12-10,Shift B,1360.79101333334,1.0508518417037036,60,96,62.5,poor
2025-12-10,Shift C,971.2206399999923,0.7633076906538462,40,96,41.67,poor
2025-12-11,Shift A,1552.7930399999968,1.2886363557272729,48,96,50.0,poor
2025-12-11,Shift B,2467.597560000013,1.7741333166666666,76,96,79.17,poor
2025-12-11,Shift C,1408.4180399999786,1.3727142781428572,51,96,53.12,poor
2025-12-12,Shift A,1156.002639999994,0.893250003375,76,96,79.17,poor
2025-12-12,Shift B,1358.716032000016,1.08676000604,65,96,67.71,poor
2025-12-12,Shift C,1184.734421333337,0.8847272720909092,78,96,81.25,poor
2025-12-13,Shift A,1526.9999519999958,1.0648333281666666,84,96,87.5,poor
2025-12-13,Shift B,1959.9271946666681,1.5678846194230769,67,96,69.79,poor
2025-12-13,Shift C,1676.2629333333462,1.290666664111111,69,96,71.88,poor
2025-12-14,Shift A,1008.5546666666535,0.7720322521935483,49,96,51.04,poor
2025-12-14,Shift B,1039.9870400000025,0.789129038032258,23,96,23.96,poor
2025-12-14,Shift C,1482.0085199999874,1.1263999998499998,76,96,79.17,poor
2025-12-15,Shift A,1422.001880000007,1.1071935527096772,58,96,60.42,poor
2025-12-15,Shift B,2016.5234666666704,1.4723000049,85,96,88.54,poor
2025-12-15,Shift C,1505.078133333324,1.2111034475862068,63,96,65.62,poor
2025-12-16,Shift A,1441.0546133333507,1.2347777684999999,77,96,80.21,poor
2025-12-16,Shift B,1744.949387698918,1.0003333286666667,93,96,96.88,poor
2025-12-16,Shift C,1700.5246753313909,1.3623333376666666,93,96,96.88,poor
2025-12-17,Shift A,1504.9426303030102,1.4734285728571428,89,96,92.71,poor
2025-12-17,Shift B,2433.5937600000034,1.80436363,72,96,75.0,poor
2025-12-17,Shift C,2080.0,1.6594482660689656,66,96,68.75,poor
2025-12-18,Shift A,1666.950504533346,1.2796896532758621,58,96,60.42,poor
2025-12-18,Shift B,2053.049548799981,1.6877727292272728,69,96,71.88,poor
2025-12-18,Shift C,1912.1320800000103,1.4882142927142858,68,96,70.83,poor
2025-12-19,Shift A,1357.177840000004,1.01315000365,74,96,77.08,poor
2025-12-19,Shift B,1983.4764800000025,1.4326428599999999,75,96,78.12,poor
2025-12-19,Shift C,1120.4921469090832,1.1632777750555556,47,96,48.96,poor
2025-12-20,Shift A,440.0547330909063,1.3140000103333334,5,96,5.21,moderate
2025-12-20,Shift B,1753.0729066666634,1.5449090816363635,61,96,63.54,poor
2025-12-20,Shift C,1734.9349333333278,1.3701666792333334,62,96,64.58,poor
2025-12-21,Shift A,1542.0677120000084,1.199846153076923,69,96,71.88,poor
2025-12-21,Shift B,1683.510432000005,1.271764716588235,77,96,80.21,poor
2025-12-21,Shift C,1453.6112959999955,1.1618666569333334,81,96,84.38,poor
2025-12-22,Shift A,1353.8574400000045,1.0513448324827588,66,96,68.75,poor
2025-12-22,Shift B,1838.9452799999951,1.471999994037037,63,96,65.62,poor
2025-12-22,Shift C,598.3854400000079,1.282777772888889,21,96,21.88,poor
2025-12-23,Shift A,637.6576950494887,1.2473636377272728,24,96,25.0,poor
2025-12-23,Shift B,1246.339624950522,1.5774999977,32,96,33.33,poor
2025-12-23,Shift C,1786.0254799999714,1.3950000033125,80,96,83.33,poor
2025-12-24,Shift A,1507.5943200000136,1.2082666675333333,62,96,64.58,poor
2025-12-24,Shift B,2343.9779200000094,1.7044999956999998,67,96,69.79,poor
2025-12-24,Shift C,1795.6054799999947,1.452370361,65,96,67.71,poor
2025-12-25,Shift A,1662.0052399999925,1.2394583324583335,72,96,75.0,poor
2025-12-25,Shift B,1716.8032800000099,1.590409100090909,55,96,57.29,poor
2025-12-25,Shift C,1710.7911199999944,1.3058000088,71,96,73.96,poor
2025-12-26,Shift A,1446.5461333333344,1.1095199824,70,96,72.92,poor
2025-12-26,Shift B,2057.067106666661,1.5754666806000002,79,96,82.29,poor
