date,total_kwh,avg_kwh_per_slot,peak_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2025-10-27,5860.820319999984,61.050211666666506,128.00783999999112,1.483558197484127,26,96,27.08,poor
2025-10-28,5623.984320000018,58.58317000000019,110.42975999996996,1.4674456517699275,0,96,0.0,good
2025-10-29,6404.8047999999835,66.7167166666665,121.6015999999945,1.6569374998923612,0,96,0.0,good
2025-10-30,6681.6015999999945,69.6000166666666,115.19535999999788,1.7805627463274512,9,96,9.38,moderate
2025-10-31,6031.992160000009,62.83325166666676,123.203199999989,1.5426294119529413,9,96,9.38,moderate
2025-11-01,5620.820319999984,58.550211666666506,123.203199999989,1.4377991433760684,16,96,16.67,moderate
2025-11-02,3513.5937600000034,36.59993500000004,76.79680000001099,0.9239713251469535,0,96,0.0,good
2025-11-03,5657.243911111113,58.9296240740741,140.82031999998435,1.4857770592575756,17,96,17.71,moderate
2025-11-04,5806.740408888905,60.48687925925943,115.19535999999788,1.5462105301666667,20,96,20.83,poor
2025-11-05,5742.421919999979,59.81689499999978,100.82031999998436,1.4431265097931727,11,96,11.46,moderate
2025-11-06,5425.585920000012,56.51652000000013,111.99216000000888,1.4047228256304347,0,96,0.0,good
2025-11-07,5790.390560000014,60.316568333333485,139.21871999998984,1.495739133125,0,96,0.0,good
2025-11-08,5486.406239999997,57.15006499999996,113.5937600000034,1.431201088668478,0,96,0.0,good
2025-11-09,3385.5859200000123,35.26652000000013,105.58607999999369,0.9027753676666667,23,96,23.96,poor
2025-11-10,4923.203199999989,51.28336666666655,118.3984000000055,1.143155406445946,17,96,17.71,moderate
2025-11-11,4516.796800000011,47.04996666666678,120.0,1.2898170762256096,11,96,11.46,moderate
2025-11-12,5457.617199999986,56.85017916666652,158.3985599999869,1.433900002775,9,96,9.38,moderate
2025-11-13,5622.382800000014,58.56648750000014,147.18752000000677,1.45116249845,7,96,7.29,moderate
2025-11-14,5736.015679999982,59.75016333333315,150.39071999999578,1.3821666702753623,19,96,19.79,moderate
2025-11-15,3387.1875200000068,35.283203333333404,100.82031999998436,0.8689939747771085,0,96,0.0,good
2025-11-16,2126.5586079999994,22.15165216666666,54.37504000001354,0.6179838777258064,60,96,62.5,poor
2025-11-17,3977.4647519999926,41.43192449999992,129.60943999998565,1.1884342103026317,44,96,45.83,poor
2025-11-18,4743.984479999999,49.416504999999994,102.42191999997884,1.208950709753521,14,96,14.58,moderate
2025-11-19,4709.226517333339,49.05444288888895,110.39056000001436,1.2463414661280487,2,96,2.08,good
2025-11-20,4628.390602666656,48.212402111111004,92.81263999997464,1.2619324289864864,12,96,12.5,moderate
2025-11-21,4737.578080000021,49.34977166666689,111.99216000000888,1.260599996017647,0,96,0.0,good
2025-11-22,4276.796959999992,44.549968333333254,115.19535999999788,1.2138896065909093,9,96,9.38,moderate
2025-11-23,3523.2030400000076,36.700031666666746,92.81247999999324,0.8849882362705883,0,96,0.0,good
2025-11-24,4582.421919999979,47.733561666666446,105.58607999999369,1.1878081473604651,0,96,0.0,good
2025-11-25,3331.1718400000245,34.69970666666692,135.97648000002664,1.3678965460517243,34,96,35.42,poor
2025-11-26,4875.234399999972,50.78369166666638,99.21887999997124,1.2503648553243245,7,96,7.29,moderate
2025-11-27,4907.187520000007,51.11653666666674,113.5937600000034,1.2992571485785716,13,96,13.54,moderate
2025-11-28,5591.992160000009,58.249918333333426,143.98432000001776,1.41723125050625,0,96,0.0,good
2025-11-29,5800.0,60.416666666666664,140.82031999998435,1.5274444406666665,0,96,0.0,good
2025-11-30,4922.677955555547,51.27789537037028,135.97664000000805,1.5166181856727274,34,96,35.42,poor
2025-12-01,5223.327964444442,54.40966629629627,108.78896000001988,1.2893829751914894,33,96,34.38,poor
2025-12-02,5874.814399999996,61.19598333333329,193.59376000000336,1.6253965538189656,23,96,23.96,poor
2025-12-03,6131.675855999994,63.87162349999994,121.6014400000131,1.5416142829642858,9,96,9.38,moderate
2025-12-04,5415.511664000012,56.41157983333346,142.38272000002326,1.4040273926438356,0,96,0.0,good
2025-12-05,5543.984320000018,57.74983666666685,115.1952000000165,1.467071433397959,36,96,37.5,poor
2025-12-06,5716.796959999992,59.549968333333254,123.2030400000076,1.4929314997945204,0,96,0.0,good
2025-12-07,4097.617119999995,42.68351166666662,100.78128000001016,1.062769737269737,0,96,0.0,good
2025-12-08,5728.007839999991,59.66674833333324,139.17968000001565,1.4699687462125,0,96,0.0,good
2025-12-09,6473.593760000003,67.43326833333337,171.21103999998013,1.6709384660923077,10,96,10.42,moderate
2025-12-10,4488.007839999991,46.750081666666574,118.3984000000055,1.168886069949367,0,96,0.0,good
2025-12-11,5228.789120000001,54.466553333333344,152.03119999998307,1.266310599287879,15,96,15.62,moderate
2025-12-12,3730.542258823531,38.85981519607845,88.00783999999112,1.0601578961052631,20,96,20.83,poor
2025-12-13,4819.848301176484,50.20675313725504,103.98432000001776,1.3143942310288461,31,96,32.29,poor
2025-12-14,3617.0573333333355,37.677680555555575,99.17968000001564,0.9187407403333333,0,96,0.0,good
2025-12-15,5056.536426666668,52.67225444444446,97.61727999997674,1.2251693548870966,17,96,17.71,moderate
2025-12-16,4658.655316923074,48.52765955128202,86.40623999999661,1.1463333322564102,48,96,50.0,poor
2025-12-17,5702.946283076921,59.40569044871793,126.4062399999966,1.7076388845833332,52,96,54.17,poor
2025-12-18,5764.804640000002,60.05004833333336,102.42175999999743,1.5151333284666666,7,96,7.29,moderate
2025-12-19,5259.21871999999,54.78352833333323,140.82031999998435,1.3063250045500001,24,96,25.0,poor
2025-12-20,3286.4062399999966,34.2333983333333,131.21087999999872,1.3744883675465116,41,96,42.71,poor
2025-12-21,4855.117218461551,50.57413769230782,92.81263999997464,1.256436516357143,25,96,26.04,poor
2025-12-22,4362.098723356642,45.43852836829836,107.18752000000676,1.2390797077826088,13,96,13.54,moderate
2025-12-23,2870.752858181824,29.90367560606067,113.5937600000034,1.4304545480795454,47,96,48.96,poor
2025-12-24,5660.820319999984,58.96687833333317,134.37504000001354,1.4016311457295083,25,96,26.04,poor
2025-12-25,5094.3750400000135,53.06640666666681,102.42175999999743,1.4011764666764706,12,96,12.5,moderate
2025-12-26,5332.812479999993,55.55012999999993,137.61727999997674,1.3201617651470587,13,96,13.54,moderate
2025-12-27,5755.808109999994,59.9563344791666,121.6014400000131,1.4132187453854168,36,96,37.5,poor
2025-12-28,4730.598130000003,49.2770638541667,89.60928000000422,1.2648275915603449,12,96,12.5,moderate
2025-12-29,4676.796800000011,48.71663333333345,106.4062399999966,1.3876190422142856,15,96,15.62,moderate
2025-12-30,5406.406239999997,56.316731666666634,128.00783999999112,1.4037428574785713,0,96,0.0,good
2025-12-31,6031.96615999995,62.83298083333281,91.25008000002708,1.5841465561810344,26,96,27.08,poor
2026-01-01,5428.854160000034,56.55056416666702,127.96879999994415,1.6538103418534482,21,96,21.88,poor
2026-01-02,5652.812479999993,58.88346333333326,137.6561600000423,1.4884225361056338,7,96,7.29,moderate
2026-01-03,5028.750080000027,52.382813333333615,134.45312000010745,1.5014032269596773,20,96,20.83,poor
2026-01-04,5499.218720000063,57.28352833333398,132.81247999999323,1.4259933337066668,0,96,0.0,good
2026-01-05,4225.877769411694,44.01956009803848,115.15631999995094,1.4524434017264152,33,96,34.38,poor
2026-01-06,5313.340950588224,55.34730156862733,132.81247999999323,1.399034719486111,14,96,14.58,moderate
2026-01-07,5382.343839999958,56.06608166666623,131.1720000000787,1.45415000024375,0,96,0.0,good
2026-01-08,5388.828000000067,56.1336250000007,139.2187200000626,1.4978918947972972,0,96,0.0,good
2026-01-09,5310.4811705262355,55.31751219298162,94.37487999995938,1.4001824243851353,6,96,6.25,moderate
2026-01-10,5494.323629473748,57.23253780701821,132.73439999989932,1.4359999990892856,31,96,32.29,poor
2026-01-11,4335.976479999954,45.16642166666619,83.20319999998901,1.0427767842232143,34,96,35.42,poor
2026-01-12,3604.023520000046,37.54191166666715,113.59376000007614,1.2260241970241936,24,96,25.0,poor
2026-01-13,5879.218720000063,61.24186166666732,175.9375999998883,1.62086568130597,6,96,6.25,moderate
2026-01-14,5891.210879999999,61.366779999999984,129.6094399999129,1.5224109536917807,0,96,0.0,good
2026-01-15,5447.968799999944,56.74967499999942,99.1406399999687,1.4593666712266666,0,96,0.0,good
2026-01-16,5065.767631304391,52.768412826087406,107.18752000000676,1.441543099163793,19,96,19.79,moderate
2026-01-17,5219.445401422837,54.36922293148788,124.84384000010324,1.4562857125785713,14,96,14.58,moderate
2026-01-18,3260.906700606098,33.96777813131352,150.39071999999578,1.1997678599107142,53,96,55.21,poor
2026-01-19,5213.880266666674,54.31125277777786,95.93760000003384,1.3081499994,18,96,18.75,moderate
2026-01-20,6051.1718400000245,63.033040000000256,156.79696000006516,1.630750002328125,19,96,19.79,moderate
2026-01-21,5971.250080000027,62.20052166666695,150.39055999994162,1.5529436653380282,8,96,8.33,moderate
2026-01-22,5255.7811999999285,54.747720833332586,124.76559999995516,1.5600338972288137,17,96,17.71,moderate
2026-01-23,4883.35944000004,50.86832750000042,87.96879999994417,1.3964583377166666,14,96,14.58,moderate
2026-01-24,5043.203039999935,52.53336499999932,108.75008000002708,1.3548950611543211,0,96,0.0,good
2026-01-25,4876.796960000065,50.799968333334014,113.59376000007614,1.3174459418783784,7,96,7.29,moderate
2026-01-26,3734.988811428505,38.90613345238026,115.23440000004484,1.4070857150285714,54,96,56.25,poor
2026-01-27,5031.417428571419,52.41059821428561,145.62512000004062,1.5919166649444445,25,96,26.04,poor
2026-01-28,6124.843680000049,63.80045500000051,148.8279999999213,1.5885238065595237,0,96,0.0,good
2026-01-29,6025.6249599999865,62.76692666666653,113.59376000007614,1.5615749925687499,0,96,0.0,good
2026-01-30,5284.726640000008,55.04923583333342,102.34383999995772,1.3640616487260273,0,96,0.0,good
2026-01-31,5340.82024000003,55.63354416666698,89.60928000000422,1.3866808529361703,31,96,32.29,poor
2026-02-01,4532.817148235293,47.21684529411763,103.98432000001776,1.1056357145142857,12,96,12.5,moderate
2026-02-02,5719.721918431382,59.580436650326895,120.0,1.493291046164179,12,96,12.5,moderate
2026-02-03,5912.304773333283,61.586508055555036,126.4062400000694,1.526147061397059,13,96,13.54,moderate
2026-02-04,5443.20304000008,56.700031666667506,124.76559999995516,1.4547409637891566,0,96,0.0,good
2026-02-05,5769.5313599999645,60.09928499999963,116.796800000011,1.4734934250657894,0,96,0.0,good
2026-02-06,5347.265599999955,55.70068333333287,137.5780799999484,1.41349314969863,6,96,6.25,moderate
2026-02-07,5367.9686400000355,55.91634000000037,147.18752000000677,1.4795864128827159,0,96,0.0,good
2026-02-08,4000.0,41.666666666666664,100.8593600000313,1.056273804904762,0,96,0.0,good
2026-02-09,3902.4219200000516,40.65022833333387,108.74991999997292,1.4078548357661291,26,96,27.08,poor
2026-02-10,6065.546879999893,63.18277999999888,126.40624000006936,1.6209621230833333,13,96,13.54,moderate
2026-02-11,5782.421920000052,60.23356166666721,124.76559999995516,1.5105066672866667,7,96,7.29,moderate
2026-02-12,5769.609280000004,60.10009666666671,147.18752000000677,1.5014226124464285,0,96,0.0,good
2026-02-13,5990.390719999996,62.39990333333329,131.17199999993318,1.7067681135869563,20,96,20.83,poor
2026-02-14,5916.796800000011,61.63330000000011,128.04688000003807,1.5193648652702703,8,96,8.33,moderate
2026-02-15,5089.609439999913,53.01676499999909,96.01567999998224,1.3281845226369047,0,96,0.0,good
2026-02-16,4436.796800000011,46.21663333333345,150.39071999999578,1.5882983900080645,25,96,26.04,poor
2026-02-17,6115.234400000045,63.7003583333338,102.42175999999743,1.6157152751597221,14,96,14.58,moderate
2026-02-18,5908.750080000027,61.54948000000028,116.79696000006516,1.4999642891714287,6,96,6.25,moderate
2026-02-19,5567.3659885714005,57.99339571428542,128.04688000003807,1.4178986468108108,14,96,14.58,moderate
2026-02-20,5624.665211428655,58.590262619048495,152.03135999996448,1.4683703743456789,1,96,1.04,good
2026-02-21,5809.609439999913,60.51676499999909,171.24991999997292,1.5408780465670733,0,96,0.0,good
2026-02-22,4361.562399999966,45.432941666666316,124.76559999995516,1.1098397461602565,9,96,9.38,moderate
2026-02-23,4867.187520000007,50.69987000000007,102.4219200000516,1.2351000001499999,24,96,25.0,poor
2026-02-24,5185.6249599999865,54.01692666666653,145.62495999998646,1.4939214289357143,6,96,6.25,moderate
2026-02-25,5667.187520000007,59.033203333333404,152.0311999999103,1.51237332662,8,96,8.33,moderate
2026-02-26,5702.421920000052,59.40022833333387,123.203199999989,1.48421249765625,6,96,6.25,moderate
2026-02-27,5916.796800000011,61.63330000000011,139.1406399999687,1.538435708642857,19,96,19.79,moderate
2026-02-28,5564.765760000009,57.9663100000001,137.57824000000255,1.443639540377907,0,96,0.0,good
2026-03-01,4879.257759999964,50.825601666666294,129.60944000005838,1.2415799987,9,96,9.38,moderate
2026-03-02,5706.367200000022,59.441325000000234,145.54688000003807,1.5092471248678163,0,96,0.0,good
2026-03-03,5009.609280000004,52.183430000000044,120.0,1.3957345669629628,0,96,0.0,good
2026-03-04,6059.218879999971,63.116863333333036,137.6561600000423,1.6184177142531646,0,96,0.0,good
2026-03-05,7142.421759999997,74.40022666666664,166.40624000006935,1.8404411855823528,0,96,0.0,good
2026-03-06,7305.546880000038,76.09944666666706,128.04688000003807,1.9458373389819277,0,96,0.0,good
2026-03-07,7236.79695999992,75.38330166666583,183.98432000001776,1.8793614506987952,0,96,0.0,good
2026-03-08,5959.0312320000085,62.073242000000086,158.43760000003385,1.526918920304054,6,96,6.25,moderate
2026-03-09,5829.7969280001125,60.72705133333451,139.1406399999687,1.5135128169294871,3,96,3.12,good
2026-03-10,6342.421759999997,66.06689333333331,156.87487999995938,1.64250666852,9,96,9.38,moderate
2026-03-11,6308.750079999882,65.71614666666544,131.171839999879,1.711131149614754,18,96,18.75,moderate
2026-03-12,6510.390560000087,67.81656833333425,161.6406399999687,1.6829407913289474,12,96,12.5,moderate
2026-03-13,5889.6093599999585,61.35009749999957,118.3593600000313,1.5272763194999999,6,96,6.25,moderate
2026-03-14,6452.812559999948,67.21679749999946,136.01567999998224,1.7085426856890245,0,96,0.0,good
2026-03-15,4280.0,44.583333333333336,107.18752000000676,1.5234769170307694,25,96,26.04,poor
2026-03-16,5793.593760000076,60.34993500000079,136.01567999998224,1.5143765387901233,0,96,0.0,good
2026-03-17,5779.218720000063,60.200195000000654,142.4219199999061,1.4893466678733334,9,96,9.38,moderate
2026-03-18,7063.984319999872,73.58316999999867,161.5625600000203,1.7990320454423079,0,96,0.0,good
2026-03-19,5543.984480000072,57.74983833333408,150.39055999994162,1.5871133351466666,10,96,10.42,moderate
2026-03-20,2230.984642720068,23.239423361667377,67.18752000000677,0.5444683548354431,5,96,5.21,moderate
2026-03-21,1637.9152006400545,17.0616166733339,36.79680000001099,0.38413513475675676,12,96,12.5,moderate
2026-03-22,1824.806241440092,19.008398348334293,44.76559999995516,0.4851159417101449,10,96,10.42,moderate
2026-03-23,2204.765599999955,22.966308333332865,59.2187200000626,0.5862349400060242,0,96,0.0,good
2026-03-24,3901.5625600000203,40.641276666666876,108.74991999997292,1.0781790113765433,0,96,0.0,good
2026-03-25,5120.0,53.333333333333336,123.20304000008036,1.3480810829729728,7,96,7.29,moderate
2026-03-26,6206.406239999924,64.6500649999992,132.81247999999323,1.6448827180370371,6,96,6.25,moderate
2026-03-27,5929.95533714285,61.77036809523802,152.03120000005583,1.5903484823333334,18,96,18.75,moderate
2026-03-28,6525.881691428679,67.9779342857154,131.17184000002453,1.6742676068802815,14,96,14.58,moderate
2026-03-29,3303.0072530286116,34.40632555238137,97.5780799999484,1.0654772792348486,27,96,28.12,poor
2026-03-30,5689.164999999957,59.26213541666622,108.74991999997292,1.6041475465737705,18,96,18.75,moderate
2026-03-31,4892.7865066666955,50.96652611111141,129.60944000005838,1.5837177412741934,26,96,27.08,poor
2026-04-01,6302.421866666652,65.65022777777763,131.17184000002453,1.7054452083767122,8,96,8.33,moderate
2026-04-02,5841.588586666719,60.84988111111165,139.21871999991708,1.583274391359756,0,96,0.0,good
2026-04-03,6563.203039999935,68.36669833333265,187.1873599999526,1.7716197140704224,12,96,12.5,moderate
2026-04-04,6057.6563200000965,63.100586666667674,128.04688000003807,1.6248924067848103,6,96,6.25,moderate
2026-04-05,3620.746884479886,37.71611337999881,80.0,0.84825000146875,10,96,10.42,moderate
2026-04-06,4460.781280000083,46.46647166666753,131.17184000002453,1.1358164570822784,7,96,7.29,moderate
2026-04-07,5350.4686400000355,55.7340483333337,132.73440000004484,1.581171644335821,21,96,21.88,poor
2026-04-08,5812.734399999899,60.54931666666562,132.81247999999323,1.5917777728024691,0,96,0.0,good
2026-04-09,5260.859360000031,54.80061833333366,112.03120000005585,1.4216375039812499,0,96,0.0,good
2026-04-10,5171.1718400000245,53.86637333333359,160.0,1.5050238108035714,0,96,0.0,good
2026-04-11,4702.421920000052,48.98356166666721,108.82815999997548,1.4385624980535714,32,96,33.33,poor
2026-04-12,4425.546879999893,46.09944666666555,108.828160000121,1.1742397244726028,13,96,13.54,moderate
2026-04-13,4920.0,51.25,105.62512000004062,1.3747733302666665,8,96,8.33,moderate
2026-04-14,3688.046880000038,38.4171550000004,115.23440000004484,1.1629807724134615,22,96,22.92,poor
2026-04-15,5118.359360000031,53.31624333333366,102.4219200000516,1.6510073515955883,6,96,6.25,moderate
2026-04-16,5246.406239999924,54.65006499999921,105.54688000003809,1.692912695,11,96,11.46,moderate
2026-04-17,5844.187552000105,60.87695366666776,121.6406399999687,1.574692856407143,11,96,11.46,moderate
2026-04-18,5557.453088000009,57.89013633333343,129.60928000000422,1.4864941141058825,0,96,0.0,good
2026-04-19,3863.9907262400084,40.24990339833342,91.25008000002708,1.0168967366684782,0,96,0.0,good
2026-04-20,4668.4530239999585,48.62971899999957,116.796800000011,1.2603405718768115,14,96,14.58,moderate
2026-04-21,5240.374975999963,54.587239333332946,132.81247999999323,1.4665743273716216,6,96,6.25,moderate
2026-04-22,5363.629294545509,55.87113848484905,132.8126400000474,1.6188402738611112,3,96,3.12,good
2026-04-23,4743.558225454498,49.412064848484356,115.15616000004228,1.4350605968257575,14,96,14.58,moderate
2026-04-24,5587.187520000007,58.19987000000007,132.81247999999323,1.5815443011455697,6,96,6.25,moderate
2026-04-25,5444.765599999955,56.71630833333287,110.39056000008712,1.56492500905,0,96,0.0,good
2026-04-26,2355.268936319917,24.534051419999134,83.20304000008036,0.6836760575492957,0,96,0.0,good
2026-04-27,4801.562399999966,50.016274999999645,118.43760000003384,1.3011463452012195,0,96,0.0,good
2026-04-28,4947.187520000007,51.533203333333404,107.26559999995516,1.4575583362138889,20,96,20.83,poor
2026-04-29,5311.110457142838,55.32406726190456,136.01567999998224,1.5000238152023808,1,96,1.04,good
2026-04-30,5170.530182857131,53.85968940476178,121.5625599998748,1.4204594646013513,12,96,12.5,moderate
2026-05-01,3979.2187200000626,41.450195000000654,142.42175999999745,1.0261250002228262,0,96,0.0,good
2026-05-02,5027.187520000007,52.36653666666674,140.8593600000313,1.4653441580974027,9,96,9.38,moderate
2026-05-03,3204.765599999955,33.38297499999953,88.04688000003807,0.9994452048698631,12,96,12.5,moderate
2026-05-04,4391.08918588231,45.740512352940726,169.60928000000422,1.4139313615980391,37,96,38.54,poor
2026-05-05,5860.482049673228,61.04668801742946,121.5625599998748,1.4684637612246376,21,96,21.88,poor
2026-05-06,6143.663164444507,63.996491296296945,152.03120000020135,1.5851463476219512,3,96,3.12,good
2026-05-07,6135.937599999888,63.916016666665506,131.09360000002198,1.4763769140153846,23,96,23.96,poor
2026-05-08,5467.187360000098,56.94986833333436,132.81248000013875,1.5337866632133335,8,96,8.33,moderate
2026-05-09,5281.718879999826,55.01790499999819,131.09376000007614,1.3907555500333333,0,96,0.0,good
2026-05-10,3495.416640000088,36.410590000000916,89.53119999991031,0.93520657342723,14,96,14.58,moderate
2026-05-11,4766.927039999961,49.655489999999595,108.74992000026396,1.2220133316000001,7,96,7.29,moderate
2026-05-12,5975.937440000125,62.24934833333464,134.37504000001354,1.7216524394634145,9,96,9.38,moderate
2026-05-13,4390.46880000009,45.734050000000934,148.75007999973604,1.39561429025,19,96,19.79,moderate
2026-05-14,5095.937599999888,53.08268333333217,131.24991999997292,1.4354054029391892,0,96,0.0,good
2026-05-15,6321.718720000063,65.85123666666732,127.96880000008969,1.6703670915316455,0,96,0.0,good
2026-05-16,6614.498357894665,68.90102456140276,182.34368000004903,1.77131506430137,6,96,6.25,moderate
2026-05-17,4143.7829221052725,43.16440543859659,83.12512000004062,0.9926527766944445,12,96,12.5,moderate
2026-05-18,5968.093663999869,62.16764233333197,161.5624000001117,1.5711818213766233,0,96,0.0,good
2026-05-19,6661.697962666784,69.39268711111234,144.0624000001117,1.7510878379391892,11,96,11.46,moderate
2026-05-20,6938.333333333333,72.27430555555556,158.4375999998883,1.8324642862857143,12,96,12.5,moderate
2026-05-21,6070.312479999848,63.23242166666508,145.62495999998646,1.7441418879594595,0,96,0.0,good
2026-05-22,6895.937440000125,71.83268166666797,148.90623999992386,1.8123955201268658,21,96,21.88,poor
2026-05-23,6337.656240000069,66.01725250000072,143.9062400002149,1.7647658209113923,7,96,7.29,moderate
2026-05-24,6022.421919999906,62.733561666665686,132.8124799998477,1.5692413778333332,0,96,0.0,good
2026-05-25,4783.984399999899,49.83317083333228,100.7812799999374,1.2887865806768293,0,96,0.0,good
2026-05-26,2721.6499291203218,28.35052009500335,68.75007999973604,0.682999996917647,0,96,0.0,good
2026-05-27,1765.000000000291,18.3854166666697,52.81247999984771,0.5030142888285715,7,96,7.29,moderate
2026-05-28,1683.5436691198265,17.536913219998194,62.34368000004906,0.52707812425,0,96,0.0,good
2026-05-29,1800.2937416001805,18.753059808335212,44.84384000010323,0.5162543866140351,23,96,23.96,poor
2026-05-30,1550.431201439933,16.1503250149993,43.12495999998646,0.5101384592153846,17,96,17.71,moderate
2026-05-31,1347.6129937605583,14.037635351672483,44.84384000010323,0.3289178059246576,0,96,0.0,good
2026-06-01,1539.2125502407725,16.033464065008047,44.84368000004906,0.457298612875,6,96,6.25,moderate
