date,total_kwh,peak_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2025-10-28,5647.988320000004,44.80471999999281,1.5068431371830064,34,288,11.81,moderate
2025-10-29,6388.78896000002,57.617279999976745,1.6730878369594595,14,288,4.86,good
2025-10-30,6692.011839999977,46.406239999996615,1.774780823780822,46,288,15.97,moderate
2025-10-31,6019.199200000003,40.0,1.538560000376,54,288,18.75,moderate
2025-11-01,5620.019519999987,41.601599999994505,1.4428677677190083,70,288,24.31,poor
2025-11-02,3506.3867200000095,25.605519999990065,0.9167928572142857,35,288,12.15,moderate
2025-11-03,5667.664639999993,43.20319999998901,1.498045872082569,90,288,31.25,poor
2025-11-04,5827.530560000024,52.81247999999323,1.583742190625,95,288,32.99,poor
2025-11-05,5717.617279999977,30.39071999999578,1.4686746067301588,65,288,22.57,poor
2025-11-06,5447.187520000007,52.81247999999323,1.4114179095000001,42,288,14.58,moderate
2025-11-07,5767.187440000016,46.406239999996615,1.5194166694916666,88,288,30.56,poor
2025-11-08,5487.207039999994,55.97664000000805,1.4364786346495726,98,288,34.03,poor
2025-11-09,3378.1314933333365,28.80855999999767,0.8822592642345678,68,288,23.61,poor
2025-11-10,4925.325546666669,34.67445333333065,1.1764615407307693,177,288,61.46,poor
2025-11-11,4518.3984000000055,43.20319999998901,1.3002888924222222,134,288,46.53,poor
2025-11-12,5466.132800000002,55.19535999999789,1.4223604680581396,188,288,65.28,poor
2025-11-13,5636.276053333325,55.97664000000805,1.467107140595238,192,288,66.67,poor
2025-11-14,5726.927146666664,37.59767999999895,1.36330555875,204,288,70.83,poor
2025-11-15,3388.8281599999755,38.398400000005495,0.8720285710857143,85,288,29.51,poor
2025-11-16,2110.973977704942,18.39840000000549,0.6208918964864865,2,288,0.69,good
2025-11-17,3983.40090229509,38.398400000005495,1.188149999125,171,288,59.38,poor
2025-11-18,4758.945386666649,46.36720000002242,1.1864487223589744,169,288,58.68,poor
2025-11-19,4696.642314202904,33.593760000003385,1.2708539352921349,162,288,56.25,poor
2025-11-20,4631.61941913043,40.0,1.2512469107407407,173,288,60.07,poor
2025-11-21,4760.800720000007,62.42191999997885,1.2594157255955056,175,288,60.76,poor
2025-11-22,4277.85162666667,35.23423999999068,1.2175749957500002,158,288,54.86,poor
2025-11-23,3499.7656533333065,24.531253333334465,0.8648349530097088,93,288,32.29,poor
2025-11-24,4588.776000000023,35.19530666667076,1.16833000661,133,288,46.18,poor
2025-11-25,3321.6014933333404,47.98824000001332,1.3952941131764707,77,288,26.74,poor
2025-11-26,4870.423226666644,31.99221333333601,1.2444390167560975,184,288,63.89,poor
2025-11-27,4932.793039999997,73.59376000000339,1.312567906617284,180,288,62.5,poor
2025-11-28,5567.460853333348,87.96880000001693,1.4260568178068183,180,288,62.5,poor
2025-11-29,5826.119786666677,33.07295999999041,1.5276951179512195,205,288,71.18,poor
2025-11-30,4905.618479999987,43.73701333332671,1.5281694935423729,173,288,60.07,poor
2025-12-01,5220.407046486483,35.99615999999514,1.2996530581836734,232,288,80.56,poor
2025-12-02,5891.585193513517,38.71875200000067,1.6236935517580646,213,288,73.96,poor
2025-12-03,6113.201264516115,33.8671733333346,1.5390704198450704,215,288,74.65,poor
2025-12-04,5411.596868817224,38.398400000005495,1.4040273926438356,214,288,74.31,poor
2025-12-05,5585.611946666662,46.40623999999662,1.4721132133773587,228,288,79.17,poor
2025-12-06,5671.982480000006,29.43750400000136,1.4882533263466666,209,288,72.57,poor
2025-12-07,4092.8027199999997,36.79688000000169,1.0649012349012346,175,288,60.76,poor
2025-12-08,5756.269519999999,34.00391999999556,1.4345172369310344,179,288,62.15,poor
2025-12-09,6474.661493333333,36.00587999999334,1.6709384660923077,223,288,77.43,poor
2025-12-10,4477.877546666666,29.599600000001374,1.1636874943375,187,288,64.93,poor
2025-12-11,5252.812479999993,38.00779999999577,1.2947945121369862,171,288,59.38,poor
2025-12-12,3709.4200784905624,48.00783999999112,1.0528947386666667,197,288,68.4,poor
2025-12-13,4820.697148176112,36.79688000000169,1.3160925927037037,224,288,77.78,poor
2025-12-14,3626.084646274512,33.05989333333854,0.9013255810232558,144,288,50.0,poor
2025-12-15,5036.845060392155,24.404319999994183,1.2251212127424242,212,288,73.61,poor
2025-12-16,4666.803424344087,23.476533333329524,1.1512682917804877,244,288,84.72,poor
2025-12-17,5728.938762322574,54.37504000001354,1.7040749967,245,288,85.07,poor
2025-12-18,5764.804640000002,41.601599999994505,1.5125874966875,194,288,67.36,poor
2025-12-19,5217.591200000001,34.12762666666822,1.3065000051935485,217,288,75.35,poor
2025-12-20,3348.8150399999963,40.0,1.3741555518222224,107,288,37.15,poor
2025-12-21,4814.547772631586,30.93754666665821,1.255640632453125,221,288,76.74,poor
2025-12-22,4328.559543732057,33.60677333332812,1.2361857116285715,187,288,64.93,poor
2025-12-23,2924.648109977832,33.61327999999048,1.4318297885531917,94,288,32.64,poor
2025-12-24,5636.775880325187,36.79680000001099,1.4072121201363637,209,288,72.57,poor
2025-12-25,5113.046933333341,56.01567999998224,1.4043661943661974,194,288,67.36,poor
2025-12-26,5298.671840000001,31.197920000001133,1.319865671597015,218,288,75.69,poor
2025-12-27,5789.720345599994,30.400360000003275,1.4097755053061225,235,288,81.6,poor
2025-12-28,4719.615654399997,35.19535999999789,1.2664153887384615,182,288,63.19,poor
2025-12-29,4697.578080000021,56.01567999998224,1.3997272668636365,155,288,53.82,poor
2025-12-30,5364.283786666662,57.61711999999534,1.4071000013857142,209,288,72.57,poor
2025-12-31,6059.332375525061,30.41669333334236,1.5768196759016395,219,288,76.04,poor
2026-01-01,5426.032237808282,52.77343999994628,1.65693332955,187,288,64.93,poor
2026-01-02,5673.554640000002,60.8593600000313,1.476924051227848,200,288,69.44,poor
2026-01-03,5014.453119999962,36.01560000002792,1.5039206364761906,180,288,62.5,poor
2026-01-04,5462.773480000069,60.8593600000313,1.4252105269473685,211,288,73.26,poor
2026-01-05,4229.550416470539,30.42968000001565,1.451000006074074,154,288,53.47,poor
2026-01-06,5349.238663529412,28.828080000021146,1.398594592054054,212,288,73.61,poor
2026-01-07,5345.572959999942,34.1406400000172,1.4571463422317075,185,288,64.24,poor
2026-01-08,5389.8957333333965,54.37504000001354,1.5000657924736842,179,288,62.15,poor
2026-01-09,5336.769134463202,29.34896000001269,1.3957599918266668,210,288,72.92,poor
2026-01-10,5479.258451697124,34.661493333357306,1.4359999990892856,229,288,79.51,poor
2026-01-11,4315.691187172991,35.976559999980964,1.0400333325333333,205,288,71.18,poor
2026-01-12,3635.2344533333962,32.00517333330936,1.242453128125,106,288,36.81,poor
2026-01-13,5876.796800000011,46.406240000069374,1.6130714399857142,187,288,64.93,poor
2026-01-14,5872.52602666665,35.20837333334688,1.5256575280547944,211,288,73.26,poor
2026-01-15,5458.958357333303,32.526026666649464,1.4583421098421052,208,288,72.22,poor
2026-01-16,5061.945409802847,30.42968000001565,1.4381355895593222,194,288,67.36,poor
2026-01-17,5256.220945020629,67.18752000000677,1.4644861089166668,203,288,70.49,poor
2026-01-18,3222.49333228763,37.59767999999895,1.219206900413793,137,288,47.57,poor
2026-01-19,5257.465368888855,26.666666666666668,1.3148688527540984,215,288,74.65,poor
2026-01-20,6057.578080000094,31.35939200001303,1.6321538484923077,218,288,75.69,poor
2026-01-21,5941.848959999964,32.526026666649464,1.540246578068493,203,288,70.49,poor
2026-01-22,5189.372596363661,89.60928000000422,1.5560166657,191,288,66.32,poor
2026-01-23,4922.085803636313,48.7890399999742,1.3909857171000002,154,288,53.47,poor
2026-01-24,5041.458239999944,52.81247999999323,1.3508588236588235,177,288,61.46,poor
2026-01-25,4875.195400000048,70.39055999994162,1.3174459418783784,197,288,68.4,poor
2026-01-26,3753.5641941462923,25.05210666665032,1.4070857150285714,158,288,54.86,poor
2026-01-27,5017.256085853715,38.3593600000313,1.5982678554464285,180,288,62.5,poor
2026-01-28,6156.822933333363,40.0,1.5947472485934067,175,288,60.76,poor
2026-01-29,5996.809866666615,37.86458666669205,1.5700833258333335,192,288,66.67,poor
2026-01-30,5297.087051428565,27.968800000016927,1.3768052002207793,186,288,64.58,poor
2026-01-31,5363.655188571471,56.01567999998224,1.390897960142857,235,288,81.6,poor
2026-02-01,4494.972363921566,32.00522666666075,1.0944305567222221,184,288,63.89,poor
2026-02-02,5767.449396078431,56.01551999992808,1.496542859042857,216,288,75.0,poor
2026-02-03,5945.625120000041,46.40623999999662,1.5093287686575343,193,288,67.01,poor
2026-02-04,5365.885333333329,32.81247999999323,1.423113636,171,288,59.38,poor
2026-02-05,5786.799321212091,43.20312000003469,1.4747283988395061,194,288,67.36,poor
2026-02-06,5352.940305454566,56.01567999998224,1.385941859232558,158,288,54.86,poor
2026-02-07,5341.822826666612,49.6093600000313,1.4908602077634407,136,288,47.22,poor
2026-02-08,3990.416693333342,33.59376000002764,1.031352268215909,131,288,45.49,poor
2026-02-09,3948.2552000000337,75.15631999995094,1.415539679952381,135,288,46.88,poor
2026-02-10,6050.677120000037,60.7812799999374,1.6175833361111112,203,288,70.49,poor
2026-02-11,5781.302133333229,41.58853333331839,1.4849000016666667,154,288,53.47,poor
2026-02-12,5770.729066666681,45.5859199999395,1.5201684148736843,153,288,53.12,poor
2026-02-13,5967.421973333355,42.65626666664805,1.711276314723684,191,288,66.32,poor
2026-02-14,5940.546826666663,91.17184000002452,1.5193648652702703,213,288,73.96,poor
2026-02-15,5058.398439999946,36.01560000002792,1.3012444429333334,181,288,62.85,poor
2026-02-16,4470.3775600000035,38.41146666668161,1.5717285735428572,121,288,42.01,poor
2026-02-17,6089.622400000056,62.34383999995771,1.6127297281756756,208,288,72.22,poor
2026-02-18,5911.966240000013,72.03120000005583,1.517924053772152,188,288,65.28,poor
2026-02-19,5613.318354285681,42.68229333334602,1.3886071407380953,174,288,60.42,poor
2026-02-20,5597.931619047644,38.39847999995982,1.4646987994096385,196,288,68.06,poor
2026-02-21,5835.182346666649,34.24998399999458,1.540576469188235,196,288,68.06,poor
2026-02-22,4343.984320000018,32.00517333335787,1.120762502,170,288,59.03,poor
2026-02-23,4823.450479999956,25.585920000012266,1.23874999985,220,288,76.39,poor
2026-02-24,5229.362000000037,47.18752000000677,1.5002151893797468,167,288,57.99,poor
2026-02-25,5635.195279999971,51.21095999995305,1.529107136392857,177,288,61.46,poor
2026-02-26,5736.002586666704,38.93226666667034,1.496399998,186,288,64.58,poor
2026-02-27,5932.786453333344,46.3802133333229,1.5480769177307694,187,288,64.93,poor
2026-02-28,5519.453226666665,72.03135999996448,1.4511195706086957,178,288,61.81,poor
2026-03-01,4888.0468266666385,56.83592000001226,1.2588674684216867,185,288,64.24,poor
2026-03-02,5736.484426666623,41.06773333332966,1.5152527447582416,186,288,64.58,poor
2026-03-03,5014.453120000107,62.34368000004906,1.399510635968085,139,288,48.26,poor
2026-03-04,6016.015519999928,36.79688000003807,1.6230357076785713,190,288,65.97,poor
2026-03-05,7148.255253333336,71.95311999996193,1.8515842777865168,187,288,64.93,poor
2026-03-06,7331.718720000014,42.68229333334602,1.94529760875,201,288,69.79,poor
2026-03-07,7238.9323199999735,45.99608000000444,1.879447064705882,196,288,68.06,poor
2026-03-08,5954.3699956989,92.81247999999324,1.5134358994358974,201,288,69.79,poor
2026-03-09,5819.51021763452,54.45311999996193,1.5188249960375,196,288,68.06,poor
2026-03-10,6324.010373333294,39.21871999998984,1.64250666852,212,288,73.61,poor
2026-03-11,6335.7032266666165,45.58600000003935,1.7333880609402985,204,288,70.83,poor
2026-03-12,6486.380160000069,32.32812799999374,1.6741025661923077,205,288,71.18,poor
2026-03-13,5919.479093333309,65.54687999989255,1.5306790165679014,186,288,64.58,poor
2026-03-14,6459.218879999971,57.65632000009646,1.7071000006666668,174,288,60.42,poor
2026-03-15,4259.192693333316,65.62495999998646,1.5233283523582088,138,288,47.92,poor
2026-03-16,5777.057280000056,46.40639999997802,1.5150602366746988,199,288,69.1,poor
2026-03-17,5835.703146666589,35.605479999976524,1.5070512821666666,203,288,70.49,poor
2026-03-18,7006.432213333367,68.8279999999213,1.8012025265316456,206,288,71.53,poor
2026-03-19,5533.854240000025,34.14058666666581,1.5906049395925927,165,288,57.29,poor
2026-03-20,2231.234477386749,22.395840000002256,0.5444683548354431,58,288,20.14,poor
2026-03-21,1642.1835526400564,16.79680000001099,0.38670666658666664,0,288,0.0,good
2026-03-22,1818.4078414400865,15.195279999970806,0.47982857110000005,7,288,2.43,good
2026-03-23,2203.828063999943,20.78112000002875,0.5829176472352942,33,288,11.46,moderate
2026-03-24,3917.166762666699,36.79696000006516,1.0773902426463415,173,288,60.07,poor
2026-03-25,5136.041599999978,35.19528000004357,1.390337500025,182,288,63.19,poor
2026-03-26,6207.447946666604,35.19535999999789,1.6472804895731707,203,288,70.49,poor
2026-03-27,5956.335233939397,44.84368000004906,1.6040124952500001,164,288,56.94,poor
2026-03-28,6505.275630822618,34.414079999987734,1.6785972234722222,213,288,73.96,poor
2026-03-29,3308.2516115048015,27.187466666655386,1.0573142916142857,104,288,36.11,poor
2026-03-30,5685.646911999986,51.25008000002708,1.6440810842837839,180,288,62.5,poor
2026-03-31,4859.821417142874,43.20314666668613,1.5972463764782607,132,288,45.83,poor
2026-04-01,6280.9598628572085,59.2187200000626,1.7243452419880954,168,288,58.33,poor
2026-04-02,5892.786399999993,76.79680000001099,1.5666923083956044,156,288,54.17,poor
2026-04-03,6546.486587825984,40.0,1.7763999950933331,185,288,64.24,poor
2026-04-04,6050.3363721739815,40.0,1.6439891327608696,143,288,49.65,poor
2026-04-05,3615.981257813328,24.45759085714235,0.8509325863033708,92,288,31.94,poor
2026-04-06,4460.234346666645,32.79296000000613,1.1663095247976192,153,288,53.12,poor
2026-04-07,5369.088533333318,57.57807999994839,1.599630137890411,168,288,58.33,poor
2026-04-08,5813.880266666674,33.63280000005034,1.6058255766511627,171,288,59.38,poor
2026-04-09,5245.624880000032,44.84384000010323,1.4156179808202247,163,288,56.6,poor
2026-04-10,5176.757839999991,51.17199999993318,1.4892323242626262,111,288,38.54,poor
2026-04-11,4690.429680000016,35.23440000004484,1.4282676023661973,127,288,44.1,poor
2026-04-12,4427.968799999944,36.27605333337367,1.1810444437777778,106,288,36.81,poor
2026-04-13,4923.203120000035,32.03119999998307,1.4007333298222222,130,288,45.14,poor
2026-04-14,3689.6093599999585,51.25008000002708,1.202750004375,91,288,31.6,poor
2026-04-15,5141.302106666723,73.67184000002453,1.645124997175,143,288,49.65,poor
2026-04-16,5223.502533333279,41.601599999994505,1.6890882324264707,159,288,55.21,poor
2026-04-17,5861.718788571525,54.37504000001354,1.5672235264470586,165,288,57.29,poor
2026-04-18,5536.679691428508,51.17183999987901,1.4806415056226414,133,288,46.18,poor
2026-04-19,3891.178086239961,38.3593600000313,1.022724407590551,59,288,20.49,poor
2026-04-20,4624.854176000071,51.25008000002708,1.284055547625,192,288,66.67,poor
2026-04-21,5262.133663999955,52.81247999999323,1.4848414659634146,177,288,61.46,poor
2026-04-22,5338.964330000056,38.39847999995982,1.6384342061578947,158,288,54.86,poor
2026-04-23,4765.29782999999,42.42184000002453,1.4654246486986302,158,288,54.86,poor
2026-04-24,5605.546959999992,76.79680000001099,1.6215591385591397,129,288,44.79,poor
2026-04-25,5443.203039999935,43.20304000008037,1.5732653165612245,112,288,38.89,poor
2026-04-26,2325.6595763198857,21.601520000040185,0.7263095255119048,40,288,13.89,moderate
2026-04-27,4813.593679999976,38.39848000003258,1.3113222261555555,138,288,47.92,poor
2026-04-28,4969.609333333331,38.39848000003258,1.500527028310811,145,288,50.35,poor
2026-04-29,5281.428556190485,40.0,1.5015212810531915,154,288,53.47,poor
2026-04-30,5209.743390476194,40.5208533332916,1.4847977576853932,163,288,56.6,poor
2026-05-01,3944.023359999992,48.0077600000368,1.0624953253457943,83,288,28.82,poor
2026-05-02,5071.99231999999,40.0,1.4326888905777777,141,288,48.96,poor
2026-05-03,3151.9920800000546,40.0,1.0257108427108435,81,288,28.12,poor
2026-05-04,4381.122501132008,55.19527999997081,1.509254225237288,155,288,53.82,poor
2026-05-05,5913.282218867948,40.5208533332916,1.4967999919466666,187,288,64.93,poor
2026-05-06,6110.920800000037,37.94642285714093,1.5768241823956044,168,288,58.33,poor
2026-05-07,6134.166751999952,43.697866666674,1.4814347753913044,208,288,72.22,poor
2026-05-08,5468.515567999973,37.86458666669205,1.543810122379747,186,288,64.58,poor
2026-05-09,5276.796880000038,43.69792000002538,1.4033877490408164,155,288,53.82,poor
2026-05-10,3474.404310000027,29.84373333330344,0.9521744213255814,101,288,35.07,poor
2026-05-11,4811.481076666605,28.82815999997547,1.2196931804659092,149,288,51.74,poor
2026-05-12,5998.958293333417,55.93744000012521,1.727151163104651,161,288,55.9,poor
2026-05-13,4343.1250400000135,70.31248000013875,1.3960138931944444,149,288,51.74,poor
2026-05-14,5102.656346666627,83.2812799999374,1.4498734156962025,177,288,61.46,poor
2026-05-15,6354.21861333336,42.65626666669656,1.6779634167560975,196,288,68.06,poor
2026-05-16,6581.823039999969,39.47919999996277,1.7725999959066667,204,288,70.83,poor
2026-05-17,4141.302080000072,27.70837333334688,0.9928493135753425,165,288,57.29,poor
2026-05-18,5956.343701333138,43.22912000003271,1.565451223695122,182,288,63.19,poor
2026-05-19,6680.340316444564,67.18751999986125,1.7573999993066665,199,288,69.1,poor
2026-05-20,6926.07638222222,52.8125333332961,1.826068494438356,207,288,71.88,poor
2026-05-21,6063.556537142729,48.82807999994838,1.749719507792683,156,288,54.17,poor
2026-05-22,6941.1309561905055,43.12495999998646,1.8206388883611109,198,288,68.75,poor
2026-05-23,6286.926986666804,48.04687999989255,1.7549759020120481,168,288,58.33,poor
2026-05-24,6064.062559999875,40.0,1.5730561788314605,193,288,67.01,poor
2026-05-25,4753.072959999942,32.55205333339593,1.2882168630843374,191,288,66.32,poor
2026-05-26,2724.254089120271,21.35418666662493,0.682999996917647,106,288,36.81,poor
2026-05-27,1759.1666666670546,19.218799999944167,0.5030142888285715,20,288,6.94,moderate
2026-05-28,1685.6790824531345,23.90623999992385,0.5254328347761195,40,288,13.89,moderate
2026-05-29,1811.4916616000119,13.854133333370555,0.5218644078983051,30,288,10.42,moderate
2026-05-30,1536.8635214400517,14.374986666662153,0.5033676449558824,26,288,9.03,moderate
2026-05-31,1354.7223270940594,11.25,0.3333648625,9,288,3.12,good
2026-06-01,1531.8167102406733,11.95319999998901,0.46405405574324327,12,288,4.17,good
2026-06-02,1516.352315627155,11.99216000000888,0.418132530313253,9,288,3.12,good
2026-06-03,1123.2466474494302,11.197920000025382,0.35499999826760564,5,288,1.74,good
2026-06-04,1101.3942615109975,11.210920000012266,0.3394285697321428,5,288,1.74,good
2026-06-05,1369.7908239998894,27.18751999986125,0.3727066668266667,6,288,2.08,good
2026-06-06,1621.8268906668527,30.31263999990188,0.4025769219230769,8,288,2.78,good
2026-06-07,1917.9146080001374,17.5,0.5144642834761906,13,288,4.51,good
2026-06-08,3618.0208533332916,30.31248000013875,0.7801379268793104,148,288,51.39,poor
2026-06-09,4664.531200000104,52.81247999984771,1.2633448277356323,170,288,59.03,poor
2026-06-10,4699.218879999826,54.37504000001354,1.2545797090869566,194,288,67.36,poor
2026-06-11,3332.8124799999932,35.23440000004484,1.3284615369807693,112,288,38.89,poor
2026-06-12,4207.793867462725,28.39844000001904,1.3695542180602411,103,288,35.76,poor
2026-06-13,4469.08101253738,33.59368000004906,1.4000689609540231,116,288,40.28,poor
2026-06-14,3527.4479466666044,28.229173333287083,0.9369999971505376,81,288,28.12,poor
2026-06-15,4154.062506666717,27.343840000103228,1.3582463765217392,121,288,42.01,poor
2026-06-16,5331.733351466343,41.7187200000626,1.372400006809524,132,288,45.83,poor
2026-06-17,5257.135360000054,44.84378666665483,1.3539387759591837,162,288,56.25,poor
2026-06-18,4239.0816757895755,29.322933333363228,1.1717646981470589,154,288,53.47,poor
2026-06-19,4449.745468210619,43.20311999996193,1.3931772149113923,132,288,45.83,poor
2026-06-20,4013.593680000049,57.65616000018781,1.19206249845,133,288,46.18,poor
2026-06-21,2291.074758652264,28.80207999997462,0.7533382335294118,61,288,21.18,poor
2026-06-22,3945.5421453474596,48.04688000003807,1.0493333334333335,122,288,42.36,poor
2026-06-23,4196.346811428431,35.234399999899324,1.1982098810493826,128,288,44.44,poor
2026-06-24,4688.511551771413,45.54680000001099,1.296386366215909,151,288,52.43,poor
2026-06-25,5028.750080000027,31.45834666667118,1.3006631519578946,171,288,59.38,poor
2026-06-26,2425.7250639997073,36.87504000001354,0.6961395344651162,79,288,27.43,poor
2026-06-27,4984.843760000222,43.69792000002538,1.3281698184433963,123,288,42.71,poor
2026-06-28,4495.642426666633,33.593759999979135,1.1490280390186915,109,288,37.85,poor
2026-06-29,4437.43055999984,46.406239999923855,1.4377307647435897,111,288,38.54,poor
2026-06-30,4174.895733333445,36.01560000010068,1.3433170754878048,103,276,37.32,poor
