datetime,branch,total_register,mf,power_kw,power_factor,consumption_kwh,gap_minutes,gap_block_minutes,is_interpolated,hour,minute,day_of_week,month,is_weekend,time_decimal,shift,shift_datetime,shift_date,date,is_gap_filled,hourly_avg,status
2026-06-01 06:10:00,Branch A,,160.0,,,6.927093333312467,,10.0,True,6,10,0,6,0,6.166666666666667,Shift A,2026-06-01 00:10:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:15:00,Branch A,8975.589844,160.0,0.488999993,1.0,6.927093333312467,15.0,0.0,False,6,15,0,6,0,6.25,Shift A,2026-06-01 00:15:00,2026-06-01,2026-06-01,False,17.973493450670194,normal
2026-06-01 06:20:00,Branch A,,160.0,,,5.885386666632257,,10.0,True,6,20,0,6,0,6.333333333333333,Shift A,2026-06-01 00:20:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:25:00,Branch A,,160.0,,,5.885386666632257,,10.0,True,6,25,0,6,0,6.416666666666667,Shift A,2026-06-01 00:25:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:30:00,Branch A,8975.700195,160.0,0.469999999,1.0,5.885386666632257,15.0,0.0,False,6,30,0,6,0,6.5,Shift A,2026-06-01 00:30:00,2026-06-01,2026-06-01,False,17.973493450670194,normal
2026-06-01 06:35:00,Branch A,,160.0,,,5.312533333393124,,10.0,True,6,35,0,6,0,6.583333333333333,Shift A,2026-06-01 00:35:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:40:00,Branch A,,160.0,,,5.312533333393124,,10.0,True,6,40,0,6,0,6.666666666666667,Shift A,2026-06-01 00:40:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:45:00,Branch A,8975.799805,160.0,0.481999993,0.987999976,5.312533333393124,15.0,0.0,False,6,45,0,6,0,6.75,Shift A,2026-06-01 00:45:00,2026-06-01,2026-06-01,False,17.973493450670194,normal
2026-06-01 06:50:00,Branch A,,160.0,,,5.885386666632257,,10.0,True,6,50,0,6,0,6.833333333333333,Shift A,2026-06-01 00:50:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 06:55:00,Branch A,,160.0,,,5.885386666632257,,10.0,True,6,55,0,6,0,6.916666666666667,Shift A,2026-06-01 00:55:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
2026-06-01 07:00:00,Branch A,8975.910156,160.0,0.349999994,0.99000001,5.885386666632257,15.0,0.0,False,7,0,0,6,0,7.0,Shift A,2026-06-01 01:00:00,2026-06-01,2026-06-01,False,18.08526999692064,normal
2026-06-01 07:05:00,Branch A,,160.0,,,5.312533333296112,,10.0,True,7,5,0,6,0,7.083333333333333,Shift A,2026-06-01 01:05:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:10:00,Branch A,,160.0,,,5.312533333296112,,10.0,True,7,10,0,6,0,7.166666666666667,Shift A,2026-06-01 01:10:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:15:00,Branch A,8976.009766,160.0,0.324000001,1.0,5.312533333296112,15.0,0.0,False,7,15,0,6,0,7.25,Shift A,2026-06-01 01:15:00,2026-06-01,2026-06-01,False,18.08526999692064,normal
2026-06-01 07:20:00,Branch A,,160.0,,,1.0937066667247564,,10.0,True,7,20,0,6,0,7.333333333333333,Shift A,2026-06-01 01:20:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:25:00,Branch A,,160.0,,,1.0937066667247564,,10.0,True,7,25,0,6,0,7.416666666666667,Shift A,2026-06-01 01:25:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:30:00,Branch A,8976.030273,160.0,0.041999999,0.94599998,1.0937066667247564,15.0,0.0,False,7,30,0,6,0,7.5,Shift A,2026-06-01 01:30:00,2026-06-01,2026-06-01,False,18.08526999692064,normal
2026-06-01 07:35:00,Branch A,,160.0,,,2.1354666666593403,,10.0,True,7,35,0,6,0,7.583333333333333,Shift A,2026-06-01 01:35:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:40:00,Branch A,,160.0,,,2.1354666666593403,,10.0,True,7,40,0,6,0,7.666666666666667,Shift A,2026-06-01 01:40:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:45:00,Branch A,8976.070313,160.0,0.078000002,0.654999971,2.1354666666593403,15.0,0.0,False,7,45,0,6,0,7.75,Shift A,2026-06-01 01:45:00,2026-06-01,2026-06-01,False,18.08526999692064,normal
2026-06-01 07:50:00,Branch A,,160.0,,,1.0416533333288196,,10.0,True,7,50,0,6,0,7.833333333333333,Shift A,2026-06-01 01:50:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 07:55:00,Branch A,,160.0,,,1.0416533333288196,,10.0,True,7,55,0,6,0,7.916666666666667,Shift A,2026-06-01 01:55:00,2026-06-01,2026-06-01,True,18.08526999692064,normal
2026-06-01 08:00:00,Branch A,8976.089844,160.0,0.037,0.976000011,1.0416533333288196,15.0,0.0,False,8,0,0,6,0,8.0,Shift A,2026-06-01 02:00:00,2026-06-01,2026-06-01,False,17.210854291502052,normal
2026-06-01 08:05:00,Branch A,,160.0,,,1.614560000016354,,10.0,True,8,5,0,6,0,8.083333333333334,Shift A,2026-06-01 02:05:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:10:00,Branch A,,160.0,,,1.614560000016354,,10.0,True,8,10,0,6,0,8.166666666666666,Shift A,2026-06-01 02:10:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:15:00,Branch A,8976.120117,160.0,0.022,0.966000021,1.614560000016354,15.0,0.0,False,8,15,0,6,0,8.25,Shift A,2026-06-01 02:15:00,2026-06-01,2026-06-01,False,17.210854291502052,normal
2026-06-01 08:20:00,Branch A,,160.0,,,0.2739471733608904,,25.0,True,8,20,0,6,0,8.333333333333334,Shift A,2026-06-01 02:20:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:25:00,Branch A,,160.0,,,0.2739471733608904,,25.0,True,8,25,0,6,0,8.416666666666666,Shift A,2026-06-01 02:25:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:30:00,Branch A,,160.0,,,0.2739471733608904,,25.0,True,8,30,0,6,0,8.5,Shift A,2026-06-01 02:30:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:35:00,Branch A,,160.0,,,0.2739471733608904,,25.0,True,8,35,0,6,0,8.583333333333334,Shift A,2026-06-01 02:35:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:40:00,Branch A,,160.0,,,0.2739471733608904,,25.0,True,8,40,0,6,0,8.666666666666666,Shift A,2026-06-01 02:40:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:45:00,Branch A,8976.160156,160.0,-0.118000001,-0.977999985,0.2739471733608904,30.0,0.0,False,8,45,0,6,0,8.75,Shift A,2026-06-01 02:45:00,2026-06-01,2026-06-01,False,17.210854291502052,normal
2026-06-01 08:50:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,8,50,0,6,0,8.833333333333334,Shift A,2026-06-01 02:50:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 08:55:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,8,55,0,6,0,8.916666666666666,Shift A,2026-06-01 02:55:00,2026-06-01,2026-06-01,True,17.210854291502052,normal
2026-06-01 09:00:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,0,0,6,0,9.0,Shift A,2026-06-01 03:00:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:05:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,5,0,6,0,9.083333333333334,Shift A,2026-06-01 03:05:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:10:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,10,0,6,0,9.166666666666666,Shift A,2026-06-01 03:10:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:15:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,15,0,6,0,9.25,Shift A,2026-06-01 03:15:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:20:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,20,0,6,0,9.333333333333334,Shift A,2026-06-01 03:20:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:25:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,25,0,6,0,9.416666666666666,Shift A,2026-06-01 03:25:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:30:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,30,0,6,0,9.5,Shift A,2026-06-01 03:30:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
2026-06-01 09:35:00,Branch A,,160.0,,,0.1517859428644269,,100.0,True,9,35,0,6,0,9.583333333333334,Shift A,2026-06-01 03:35:00,2026-06-01,2026-06-01,True,18.04411516448726,normal
