shift_date,shift,total_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2026-06-23,Shift A,879.4230646154849,0.7347391403478261,28,96,29.17,poor
2026-06-23,Shift B,1761.149895384554,1.5325000030714284,38,96,39.58,poor
2026-06-23,Shift C,1481.6145600000164,1.1934666752333334,62,96,64.58,poor
2026-06-24,Shift A,1261.3687631999103,1.0200000038333334,40,96,41.67,poor
2026-06-24,Shift B,1981.87503999982,1.6580714285357143,58,96,60.42,poor
2026-06-24,Shift C,1707.6562666667935,1.4091428484571429,33,96,34.38,poor
2026-06-25,Shift A,1628.2811733334288,1.259281238625,62,96,64.58,poor
2026-06-25,Shift B,1769.6093599999342,1.384296293777778,69,96,71.88,poor
2026-06-25,Shift C,1174.4140800000605,0.9296363682727272,54,96,56.25,poor
2026-06-26,Shift A,286.5454639997188,0.2429499996,2,96,2.08,good
2026-06-26,Shift B,982.3438400001032,0.7623939378484847,22,96,22.92,poor
2026-06-26,Shift C,1148.8020266665262,0.8915666698666667,61,96,63.54,poor
2026-06-27,Shift A,1220.885493333335,0.9212285663428572,38,96,39.58,poor
2026-06-27,Shift B,2330.572853333433,1.8088750168,26,96,27.08,poor
2026-06-27,Shift C,1838.9583466665745,1.4739459447837835,39,96,40.62,poor
2026-06-28,Shift A,992.0312000001044,0.6968684247631579,25,96,26.04,poor
2026-06-28,Shift B,1803.69797333328,1.3894242463333333,47,96,48.96,poor
2026-06-28,Shift C,1257.6562666665995,1.36609091,37,96,38.54,poor
2026-06-29,Shift A,915.7291733332872,0.9364347820869564,27,96,28.12,poor
2026-06-29,Shift B,2186.614560000113,1.84428124496875,44,96,45.83,poor
2026-06-29,Shift C,1521.6146133333675,1.3413999995333332,39,96,40.62,poor
2026-06-30,Shift A,1547.6249493332773,1.2516071455714286,52,96,54.17,poor
2026-06-30,Shift B,1560.312428800098,1.49690625259375,25,96,26.04,poor
2026-06-30,Shift C,49.87499519996345,0.875999987,0,12,0.0,good
