datetime,branch,register,mf,power_kw,power_factor,consumption_kwh,gap_minutes,status,hour,day_of_week,month,date,is_weekend
2025-09-03 19:15:00,Branch A,51.47333272333333,160.0,2.1033333143333333,0.8973333440000001,80.0,5.0,normal,19,2,9,2025-09-03,0
2025-09-03 19:30:00,Branch A,51.79999924,160.0,1.930999994,0.89200002,25.599975999999742,5.0,normal,19,2,9,2025-09-03,0
2025-09-03 19:45:00,Branch A,52.560001375,160.0,2.0164999965000003,0.8710000215,136.00036639999985,20.0,normal,19,2,9,2025-09-03,0
2025-09-03 20:00:00,Branch A,52.97666676666668,160.0,1.9633333286666663,0.873333335,78.39965760000041,5.0,normal,20,2,9,2025-09-03,0
2025-09-03 20:15:00,Branch A,53.45666631,160.0,2.0416666666666665,0.872333308,75.20019520000005,5.0,normal,20,2,9,2025-09-03,0
2025-09-03 20:30:00,Branch A,53.87999916,160.0,1.9629999995,0.8610000015,55.99975520000044,5.0,normal,20,2,9,2025-09-03,0
2025-09-03 20:45:00,Branch A,54.40333303,160.0,1.9320000013333327,0.873333335,94.40002559999924,10.0,normal,20,2,9,2025-09-03,0
2025-09-03 21:00:00,Branch A,54.89000066,160.0,1.844333331,0.873333315,89.60021920000031,5.0,normal,21,2,9,2025-09-03,0
2025-09-03 21:15:00,Branch A,,160.0,,,70.4000855999999,,normal,21,2,9,2025-09-03,0
2025-09-03 21:30:00,Branch A,55.900001525,160.0,1.899999976,0.8809999825,70.4000855999999,25.0,normal,21,2,9,2025-09-03,0
2025-09-03 21:45:00,Branch A,56.289999646666665,160.0,2.091999968,0.8689999976666667,71.99951199999987,5.0,normal,21,2,9,2025-09-03,0
2025-09-03 22:00:00,Branch A,56.78333409666666,160.0,2.0336666503333336,0.874333322,81.6003408000006,5.0,normal,22,2,9,2025-09-03,0
2025-09-03 22:15:00,Branch A,57.29333369,160.0,2.0670000713333336,0.8703333140000001,83.20007359999977,5.0,normal,22,2,9,2025-09-03,0
2025-09-03 22:30:00,Branch A,57.79999923666667,160.0,1.9346666336666667,0.8773333233333332,78.39965760000041,5.0,normal,22,2,9,2025-09-03,0
2025-09-03 22:45:00,Branch A,58.24666595333334,160.0,1.7516666653333333,0.847666661,68.80004959999951,5.0,normal,22,2,9,2025-09-03,0
2025-09-03 23:00:00,Branch A,58.67666626,160.0,1.6996666593333334,0.8556666573333334,68.80004800000052,5.0,normal,23,2,9,2025-09-03,0
2025-09-03 23:15:00,Branch A,59.06999969333333,160.0,1.5003333093333333,0.8599999946666667,59.1998303999992,5.0,normal,23,2,9,2025-09-03,0
2025-09-03 23:30:00,Branch A,59.496667226666666,160.0,1.8203333216666664,0.8566666646666666,75.20019520000005,5.0,normal,23,2,9,2025-09-03,0
2025-09-03 23:45:00,Branch A,59.96666717333333,160.0,1.771333337,0.8449999886666667,72.00012160000028,5.0,normal,23,2,9,2025-09-03,0
2025-09-04 00:00:00,Branch A,60.41666539333334,160.0,1.854333361,0.8506666620000001,73.59985280000046,5.0,normal,0,3,9,2025-09-04,0
2025-09-04 00:15:00,Branch A,60.87666702333333,160.0,1.6773333153333334,0.8459999960000001,73.59985439999946,5.0,normal,0,3,9,2025-09-04,0
2025-09-04 00:30:00,Branch A,61.220001225,160.0,1.5244999525,0.8350000085,41.60034239999959,10.0,normal,0,3,9,2025-09-04,0
2025-09-04 00:45:00,Branch A,61.5966657,160.0,1.9220000506666668,0.8613333306666666,73.59985280000046,5.0,normal,0,3,9,2025-09-04,0
2025-09-04 01:00:00,Branch A,62.0600001,160.0,1.780000011,0.8523333470000001,73.59985280000046,5.0,normal,1,3,9,2025-09-04,0
2025-09-04 01:15:00,Branch A,62.51666641333333,160.0,1.8216666776666663,0.8596666653333332,73.59985439999946,5.0,normal,1,3,9,2025-09-04,0
2025-09-04 01:30:00,Branch A,62.960000353333335,160.0,1.7590000229999998,0.8643333316666667,70.4003904000001,5.0,normal,1,3,9,2025-09-04,0
2025-09-04 01:45:00,Branch A,63.42666753333333,160.0,1.850333333,0.8530000050000001,75.20019520000005,5.0,normal,1,3,9,2025-09-04,0
2025-09-04 02:00:00,Branch A,63.9033343,160.0,1.793666641,0.8563333353333333,75.20019520000005,5.0,normal,2,3,9,2025-09-04,0
2025-09-04 02:15:00,Branch A,64.34333038333334,160.0,1.6313333113333333,0.8366666833333333,70.39916960000028,5.0,normal,2,3,9,2025-09-04,0
2025-09-04 02:30:00,Branch A,64.75666809333333,160.0,1.7480000256666666,0.8386666576666667,65.60058719999915,5.0,normal,2,3,9,2025-09-04,0
2025-09-04 02:45:00,Branch A,65.20333353666666,160.0,1.8640000026666668,0.8410000006666666,73.59985280000046,5.0,normal,2,3,9,2025-09-04,0
2025-09-04 03:00:00,Branch A,65.670001985,160.0,1.878499985,0.8489999770000001,80.0,10.0,normal,3,3,9,2025-09-04,0
2025-09-04 03:15:00,Branch A,,160.0,,,15.199890000000096,,normal,3,3,9,2025-09-04,0
2025-09-04 03:30:00,Branch A,,160.0,,,15.199890000000096,,normal,3,3,9,2025-09-04,0
2025-09-04 03:45:00,Branch A,,160.0,,,15.199890000000096,,normal,3,3,9,2025-09-04,0
2025-09-04 04:00:00,Branch A,66.09999847333334,160.0,1.5626666546666663,0.8366666833333333,15.199890000000096,50.0,normal,4,3,9,2025-09-04,0
2025-09-04 04:15:00,Branch A,66.52999878,160.0,1.686999996666667,0.8333333333333334,68.80004959999951,5.0,normal,4,3,9,2025-09-04,0
2025-09-04 04:30:00,Branch A,66.96333312666667,160.0,1.6916666823333333,0.8203333220000001,70.4003904000001,5.0,normal,4,3,9,2025-09-04,0
2025-09-04 04:45:00,Branch A,67.38333129666667,160.0,1.5839999913333334,0.8306666613333333,65.59936480000033,5.0,normal,4,3,9,2025-09-04,0
2025-09-04 05:00:00,Branch A,67.76333364,160.0,1.4873333376666666,0.8190000056666666,59.20043999999962,5.0,normal,5,3,9,2025-09-04,0
2025-09-04 05:15:00,Branch A,68.14333343666667,160.0,1.526333332,0.8443333306666666,62.39990239999997,5.0,normal,5,3,9,2025-09-04,0
2025-09-04 05:30:00,Branch A,68.55000305,160.0,1.7160000006666667,0.849333346,65.60058560000016,5.0,normal,5,3,9,2025-09-04,0
2025-09-04 05:45:00,Branch A,68.95333099333334,160.0,1.581333359,0.8393333356666667,63.999023999999736,5.0,normal,5,3,9,2025-09-04,0
2025-09-04 06:00:00,Branch A,69.34333292333334,160.0,1.5569999613333334,0.8286666476666666,59.20043840000062,5.0,normal,6,3,9,2025-09-04,0
2025-09-04 06:15:00,Branch A,69.70666758,160.0,1.424999992,0.8436666726666667,59.20043999999962,5.0,normal,6,3,9,2025-09-04,0
2025-09-04 06:30:00,Branch A,70.09666442666666,160.0,1.699666659,0.8639999826666666,65.59936480000033,5.0,normal,6,3,9,2025-09-04,0
2025-09-04 06:45:00,Branch A,70.53666687333333,160.0,1.8163333333333331,0.8416666786666666,70.4003919999991,5.0,normal,6,3,9,2025-09-04,0
2025-09-04 07:00:00,Branch A,71.00666809,160.0,1.803666671,0.8373333413333333,76.80053600000065,5.0,normal,7,3,9,2025-09-04,0
2025-09-04 07:15:00,Branch A,71.43666839333333,160.0,1.7856666643333334,0.829333325,65.59936480000033,5.0,normal,7,3,9,2025-09-04,0
2025-09-04 07:30:00,Branch A,71.87333425,160.0,1.711000005,0.8146666686666667,71.99951199999987,5.0,normal,7,3,9,2025-09-04,0
2025-09-04 07:45:00,Branch A,72.30666605666666,160.0,1.7266666493333334,0.8066666723333333,68.80004959999951,5.0,normal,7,3,9,2025-09-04,0
2025-09-04 08:00:00,Branch A,72.70333353666666,160.0,1.5920000076666667,0.8076666793333334,60.80078080000021,5.0,normal,8,3,9,2025-09-04,0
2025-09-04 08:15:00,Branch A,73.09666697333334,160.0,1.77699999,0.8450000086666667,68.80004959999951,5.0,normal,8,3,9,2025-09-04,0
2025-09-04 08:30:00,Branch A,73.56333414666666,160.0,1.775000016,0.850333353,73.59985280000046,5.0,normal,8,3,9,2025-09-04,0
2025-09-04 08:45:00,Branch A,74.02666728,160.0,1.882000009333333,0.8643333313333333,73.59985439999946,5.0,normal,8,3,9,2025-09-04,0
2025-09-04 09:00:00,Branch A,74.525001525,160.0,1.786000013,0.838499993,86.40014560000054,10.0,normal,9,3,9,2025-09-04,0
2025-09-04 09:15:00,Branch A,75.059997555,160.0,1.837499976,0.857499987,65.59936480000033,10.0,normal,9,3,9,2025-09-04,0
2025-09-04 09:30:00,Branch A,75.46333313000001,160.0,2.089666724,0.8763333360000001,81.60034239999959,5.0,normal,9,3,9,2025-09-04,0
2025-09-04 09:45:00,Branch A,75.97666676666667,160.0,1.871333321,0.8416666586666667,78.39965760000041,5.0,normal,9,3,9,2025-09-04,0
2025-09-04 10:00:00,Branch A,76.369998935,160.0,2.011499941,0.835000008,51.199951999999485,5.0,normal,10,3,9,2025-09-04,0
2025-09-04 10:15:00,Branch A,,160.0,,,18.000183199999924,,normal,10,3,9,2025-09-04,0
2025-09-04 10:30:00,Branch A,,160.0,,,18.000183199999924,,normal,10,3,9,2025-09-04,0
2025-09-04 10:45:00,Branch A,,160.0,,,18.000183199999924,,normal,10,3,9,2025-09-04,0
2025-09-04 11:00:00,Branch A,76.75999959333333,160.0,1.4799999789999998,0.7893333436666667,18.000183199999924,55.0,normal,11,3,9,2025-09-04,0
2025-09-04 11:15:00,Branch A,77.15666707666666,160.0,1.3893333276666666,0.7530000009999999,60.79956000000038,5.0,normal,11,3,9,2025-09-04,0
2025-09-04 11:30:00,Branch A,77.53000132333334,160.0,1.6383333603333334,0.8296666743333333,60.80078080000021,5.0,normal,11,3,9,2025-09-04,0
2025-09-04 11:45:00,Branch A,77.89666493666667,160.0,1.397333344,0.777333339,57.5988768000002,5.0,normal,11,3,9,2025-09-04,0
2025-09-04 12:00:00,Branch A,78.27333323,160.0,1.634333332333333,0.8206666706666667,62.4011231999998,5.0,normal,12,3,9,2025-09-04,0
2025-09-04 12:15:00,Branch A,78.71333312666667,160.0,1.8780000606666665,0.8333333336666667,75.19897440000022,5.0,normal,12,3,9,2025-09-04,0
2025-09-04 12:30:00,Branch A,79.20333353666666,160.0,1.984333356,0.8386666776666667,76.80053759999964,5.0,normal,12,3,9,2025-09-04,0
2025-09-04 12:45:00,Branch A,79.66333516666667,160.0,1.937000036,0.8526666559999999,75.20019520000005,5.0,normal,12,3,9,2025-09-04,0
2025-09-04 13:00:00,Branch A,80.13333384333333,160.0,1.69933331,0.8396666846666667,73.59985439999946,5.0,normal,13,3,9,2025-09-04,0
2025-09-04 13:15:00,Branch A,80.58000183333333,160.0,1.6469999553333334,0.8220000066666667,70.4003904000001,5.0,normal,13,3,9,2025-09-04,0
2025-09-04 13:30:00,Branch A,81.03666687333333,160.0,1.7569999693333334,0.8206666706666667,71.99951199999987,5.0,normal,13,3,9,2025-09-04,0
2025-09-04 13:45:00,Branch A,81.46666717333333,160.0,1.671333352666667,0.8019999863333332,68.80004800000052,5.0,normal,13,3,9,2025-09-04,0
2025-09-04 14:00:00,Branch A,81.91333262333333,160.0,1.7316666843333337,0.8320000173333333,68.80004959999951,5.0,normal,14,3,9,2025-09-04,0
2025-09-04 14:15:00,Branch A,82.33666738,160.0,1.845999996,0.8289999963333333,70.4003904000001,5.0,normal,14,3,9,2025-09-04,0
2025-09-04 14:30:00,Branch A,82.80333455333333,160.0,1.9389999703333332,0.8389999863333334,78.39965760000041,5.0,normal,14,3,9,2025-09-04,0
2025-09-04 14:45:00,Branch A,83.29999796333334,160.0,1.8316666683333327,0.8330000043333333,78.39965760000041,5.0,normal,14,3,9,2025-09-04,0
2025-09-04 15:00:00,Branch A,83.85333252,160.0,2.069000005666666,0.8596666653333335,104.00024479999956,5.0,normal,15,3,9,2025-09-04,0
2025-09-04 15:15:00,Branch A,84.41999817,160.0,1.985999942,0.876999974,49.59960959999989,10.0,normal,15,3,9,2025-09-04,0
2025-09-04 15:30:00,Branch A,84.56999969,160.0,0.0,0.0,24.00024320000057,15.0,normal,15,3,9,2025-09-04,0
2025-09-04 15:45:00,Branch A,84.56999969,160.0,0.0,0.0,0.0,5.0,normal,15,3,9,2025-09-04,0
2025-09-04 16:00:00,Branch A,,160.0,,,0.0,,normal,16,3,9,2025-09-04,0
2025-09-04 16:15:00,Branch A,,160.0,,,0.0,,normal,16,3,9,2025-09-04,0
2025-09-04 16:30:00,Branch A,,160.0,,,0.0,,normal,16,3,9,2025-09-04,0
2025-09-04 16:45:00,Branch A,84.56999969,160.0,0.0,0.0,0.0,60.0,normal,16,3,9,2025-09-04,0
2025-09-04 17:00:00,Branch A,84.60000101333334,160.0,0.474999984,0.2880000073333333,14.40063519999967,5.0,normal,17,3,9,2025-09-04,0
2025-09-04 17:15:00,Branch A,84.96333313000001,160.0,2.101666649333333,0.893333316,76.79931679999981,5.0,normal,17,3,9,2025-09-04,0
2025-09-04 17:30:00,Branch A,85.50333404333333,160.0,2.1816666920000003,0.8880000113333333,88.00048800000013,5.0,normal,17,3,9,2025-09-04,0
2025-09-04 17:45:00,Branch A,86.04333241666666,160.0,2.248999993,0.898000002,87.9992672000003,5.0,normal,17,3,9,2025-09-04,0
2025-09-04 18:00:00,Branch A,86.60666656666666,160.0,2.254333337,0.904333333,88.00048959999913,5.0,normal,18,3,9,2025-09-04,0
2025-09-04 18:15:00,Branch A,87.13666534,160.0,2.275000095333333,0.8993333379999999,84.79980320000095,5.0,normal,18,3,9,2025-09-04,0
2025-09-04 18:30:00,Branch A,87.65000152666666,160.0,2.018666704333333,0.8833333256666666,80.0,5.0,normal,18,3,9,2025-09-04,0
2025-09-04 18:45:00,Branch A,88.16000111666666,160.0,1.9863334096666667,0.8826666673333333,80.0,5.0,normal,18,3,9,2025-09-04,0
2025-09-04 19:00:00,Branch A,88.67666626,160.0,2.195333322,0.8856666683333333,86.40014719999954,5.0,normal,19,3,9,2025-09-04,0
2025-09-04 19:15:00,Branch A,89.22333526666667,160.0,2.201666673333333,0.8836666543333332,86.40014719999954,5.0,normal,19,3,9,2025-09-04,0
2025-09-04 19:30:00,Branch A,89.74333190666668,160.0,2.0773333706666666,0.8666666746666666,83.19946240000036,5.0,normal,19,3,9,2025-09-04,0
2025-09-04 19:45:00,Branch A,90.28666686666668,160.0,2.1353332996666663,0.874333342,86.40014560000054,5.0,normal,19,3,9,2025-09-04,0
2025-09-04 20:00:00,Branch A,90.77333323333332,160.0,1.8676666816666667,0.8769999940000001,75.20019679999905,5.0,normal,20,3,9,2025-09-04,0
