shift_date,total_kwh,peak_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2026-04-12,4359.605353846101,30.390666666692898,1.1551868132857144,104,288,36.11,poor
2026-04-13,4599.300820512872,32.03119999998307,1.3987721483797468,128,288,44.44,poor
2026-04-14,3828.4596061538227,73.59376000007614,1.2188787907272727,97,288,33.68,poor
2026-04-15,5085.833333333333,73.67184000002453,1.653113923455696,146,288,50.69,poor
2026-04-16,5580.833280000031,41.601599999994505,1.6230874956124999,158,288,54.86,poor
2026-04-17,6019.192799999922,54.37504000001354,1.647779065511628,174,288,60.42,poor
2026-04-18,5377.604159999998,51.17183999987901,1.43047787239823,111,288,38.54,poor
2026-04-19,3372.818726240075,35.23432000001776,0.8391181817545454,100,288,34.72,poor
2026-04-20,5052.734399999899,52.81247999999323,1.4313239355070422,191,288,66.32,poor
2026-04-21,5452.812479999993,44.27082666666441,1.5130240974698796,176,288,61.11,poor
2026-04-22,4727.187520000007,33.046879999989564,1.5882753599855073,140,288,48.61,poor
2026-04-23,5421.640640000114,42.42184000002453,1.554965902443182,151,288,52.43,poor
2026-04-24,5471.979146666563,76.79680000001099,1.5730215035376343,131,288,45.49,poor
2026-04-25,5080.026026666698,36.79695999991964,1.5051894840736841,115,288,39.93,poor
2026-04-26,1916.310429653143,19.218800000016927,0.5636463438292684,31,288,10.76,moderate
2026-04-27,5326.8907413333945,38.39848000003258,1.5007802235274725,137,288,47.57,poor
2026-04-28,5467.171871999977,37.57815999997547,1.6129041101369863,173,288,60.07,poor
2026-04-29,4590.989493333375,40.0,1.348719519792683,167,288,57.99,poor
2026-04-30,5718.359413333237,48.0077600000368,1.5658679261603772,127,288,44.1,poor
2026-05-01,3166.8795236781534,25.624960000131978,0.8864465999708738,75,288,26.04,poor
2026-05-02,5142.990289655151,40.0,1.5986543231728394,133,288,46.18,poor
2026-05-03,3126.9270400000096,32.03119999998307,0.8808604652209302,115,288,39.93,poor
2026-05-04,4956.276000000071,55.19527999997081,1.7958571314761906,143,288,49.65,poor
2026-05-05,6004.02347999996,30.40624000004027,1.4436857053714285,211,288,73.26,poor
2026-05-06,6046.1589199999435,37.94642285714093,1.558852634336842,164,288,56.94,poor
2026-05-07,5979.166560000159,43.697866666674,1.4207205859705883,209,288,72.57,poor
2026-05-08,5794.687519999959,43.69792000002538,1.6450352844117648,162,288,56.25,poor
2026-05-09,4798.285681702065,32.03120000005583,1.2646907205257731,156,288,54.17,poor
2026-05-10,3068.8498382978487,27.18751999986125,0.8412098792222222,107,288,37.15,poor
2026-05-11,5515.312480000139,55.93744000012521,1.3898571415164835,159,288,55.21,poor
2026-05-12,5791.874879999959,40.78120000005583,1.6718414643780488,168,288,58.33,poor
2026-05-13,4115.31256000002,70.31248000013875,1.3267702742432432,141,288,48.96,poor
2026-05-14,5539.687546666585,83.2812799999374,1.5854374982375,183,288,63.54,poor
2026-05-15,6814.609333333307,42.65626666669656,1.7952592608271605,190,288,65.97,poor
2026-05-16,6156.015680000128,36.302079999974616,1.662359368015625,222,288,77.08,poor
2026-05-17,3636.8748799999594,27.70837333334688,0.9306626502650602,149,288,51.74,poor
2026-05-18,6491.9531999998435,67.18751999986125,1.7657948762692308,183,288,63.54,poor
2026-05-19,7043.984400000045,41.562506666620415,1.7950571435285714,213,288,73.96,poor
2026-05-20,6262.343680000049,52.8125333332961,1.7173544304556965,188,288,65.28,poor
2026-05-21,6508.906239999924,48.82807999994838,1.8180666658222224,143,288,49.65,poor
2026-05-22,7036.718880000117,37.29162666675013,1.8184637643043478,219,288,76.04,poor
2026-05-23,6072.031119999883,48.04687999989255,1.699864197617284,167,288,57.99,poor
2026-05-24,5810.390719999996,40.0,1.533081390872093,197,288,68.4,poor
2026-05-25,4504.062480000139,32.55205333339593,1.208642853892857,192,288,66.67,poor
2026-05-26,2331.181289119995,19.166666666666668,0.6018554209156627,64,288,22.22,poor
2026-05-27,1752.265440000483,19.218799999944167,0.5024142871714286,30,288,10.42,moderate
2026-05-28,1759.4812691197149,23.90623999992385,0.5461527758055555,39,288,13.54,moderate
2026-05-29,1786.9082482667486,14.374986666662153,0.5188947359649123,32,288,11.11,moderate
2026-05-30,1437.5667747733921,11.25,0.4716338028732394,7,288,2.43,good
2026-05-31,1406.623340427371,11.197920000025382,0.34211111112500003,16,288,5.56,moderate
2026-06-01,1474.4208435739954,11.95319999998901,0.4492162160540541,8,288,2.78,good
2026-06-02,1165.6751689604425,11.99216000000888,0.37671232879452055,3,288,1.04,good
2026-06-03,1433.9065585605567,11.197920000025382,0.38586841893421053,5,288,1.74,good
2026-06-04,1090.135497066755,11.210920000012266,0.34688333286666667,7,288,2.43,good
2026-06-05,1403.202317333101,27.18751999986125,0.3755789477763158,4,288,1.39,good
2026-06-06,1691.1909018949402,30.31263999990188,0.4090833305138889,11,288,3.82,good
2026-06-07,1946.6755567719392,17.5,0.5263296668791209,23,288,7.99,moderate
2026-06-08,3888.0729066666877,30.31248000013875,0.8971034468620689,184,288,63.89,poor
2026-06-09,4731.093760000076,52.81247999984771,1.282712643862069,166,288,57.64,poor
2026-06-10,4533.888906666608,54.37504000001354,1.3009838731129033,180,288,62.5,poor
2026-06-11,3372.3089600000662,35.23440000004484,1.2698103436034482,103,288,35.76,poor
2026-06-12,3923.1249599999865,28.39844000001904,1.3981052605921054,97,288,33.68,poor
2026-06-13,5374.5313599999645,33.59368000004906,1.4797708289270834,142,288,49.31,poor
2026-06-14,2624.4270933333123,22.91669333334236,0.7749390231219512,60,288,20.83,poor
2026-06-15,4760.706849523897,27.343840000103228,1.402025316278481,141,288,48.96,poor
2026-06-16,5325.713915275895,41.7187200000626,1.3601621690630632,120,288,41.67,poor
2026-06-17,5179.218720000063,44.84378666665483,1.3411739073260869,183,288,63.54,poor
2026-06-18,4396.77087999987,35.20831999999549,1.2987042245633802,132,288,45.83,poor
2026-06-19,4327.472877333639,43.20311999996193,1.2946849325068492,156,288,54.17,poor
2026-06-20,4152.031306666613,57.65616000018781,1.2253132489638554,131,288,45.49,poor
2026-06-21,1772.1315109328134,22.343680000049066,0.6272857146571429,35,288,12.15,moderate
2026-06-22,4342.4019797335495,48.04688000003807,1.1298089879213482,145,288,50.35,poor
2026-06-23,4122.187520000055,38.28112000017427,1.1804074144567902,128,288,44.44,poor
2026-06-24,4950.900069866524,45.54680000001099,1.3585591377419355,131,288,45.49,poor
2026-06-25,4572.304613333424,36.87504000001354,1.1777282578369566,185,288,64.24,poor
2026-06-26,2417.691330666348,16.31251199997496,0.6839156630963855,85,288,29.51,poor
2026-06-27,5390.416693333343,43.69792000002538,1.4208392897410713,103,288,35.76,poor
2026-06-28,4053.3854399999836,31.979199999962773,1.1009247343010753,109,288,37.85,poor
2026-06-29,4623.958346666768,46.406239999923855,1.4211411742705882,110,288,38.19,poor
2026-06-30,3157.812373333339,35.15616000018781,1.3741311499344262,77,204,37.75,poor
